usuario_id,ingreso_mensual,gasto_mensual_promedio,deuda_mensual,ahorro_mensual_estimado,porcentaje_gastos_ingreso,nivel_endeudamiento,porcentaje_ahorro_ingreso,frecuencia_ahorro,perfil_financiero,estado
USR0539,1674.38,1651.35,174.05,23.03,98.62,10.39,1.38,Baja,En riesgo,ACTIVO
USR0540,5335.97,3536.73,427.76,1799.24,66.28,8.02,33.72,Alta,En observación,ACTIVO
USR0541,6669.93,4645.01,1116.92,2024.92,69.64,16.75,30.36,Alta,En observación,ACTIVO
USR0542,2759.55,1769.58,126.54,989.98,64.13,4.59,35.87,Alta,En observación,ACTIVO
USR0543,2236.73,1217.97,291.41,1018.77,54.45,13.03,45.55,Alta,Saludable,ACTIVO
USR0544,2099.06,1030.19,890.43,1068.87,49.08,42.42,50.92,Alta,En riesgo,ACTIVO
USR0545,6013.05,3933.8,2345.97,2079.25,65.42,39.01,34.58,Alta,En riesgo,ACTIVO
USR0546,4297.6,2552.45,182.69,1745.15,59.39,4.25,40.61,Alta,Saludable,ACTIVO
USR0547,2807.54,1620.99,147.46,1186.54,57.74,5.25,42.26,Alta,Saludable,ACTIVO
USR0548,4333.21,2809.46,183.74,1523.75,64.84,4.24,35.16,Alta,En observación,ACTIVO
USR0549,3856.16,2801.33,719.29,1054.83,72.65,18.65,27.35,Alta,En observación,ACTIVO
USR0550,3844.54,1751.62,449.16,2092.92,45.56,11.68,54.44,Alta,Saludable,ACTIVO
USR0551,1686.27,585.79,200.07,1100.48,34.74,11.86,65.26,Alta,Saludable,ACTIVO
USR0552,2984.89,2519.17,1131.13,465.72,84.4,37.9,15.6,Media,En riesgo,ACTIVO
USR0553,3635.92,2104.18,171.27,1531.74,57.87,4.71,42.13,Alta,Saludable,ACTIVO
USR0554,6766.68,3320.98,388.95,3445.7,49.08,5.75,50.92,Alta,Saludable,ACTIVO
USR0555,4430.65,1633.74,203.39,2796.91,36.87,4.59,63.13,Alta,Saludable,ACTIVO
USR0556,5203.48,3411.79,585.86,1791.69,65.57,11.26,34.43,Alta,En observación,ACTIVO
USR0557,1977.35,1167.71,112.01,809.63,59.05,5.66,40.95,Alta,Saludable,ACTIVO
USR0558,2777.24,2374.18,177.89,403.06,85.49,6.41,14.51,Media,En riesgo,ACTIVO
USR0559,3139.94,1968.7,460.6,1171.24,62.7,14.67,37.3,Alta,En observación,ACTIVO
USR0560,1971.86,1509.45,278.15,462.41,76.55,14.11,23.45,Alta,En observación,ACTIVO
USR0561,1981.72,1010.27,171.5,971.45,50.98,8.65,49.02,Alta,Saludable,INACTIVO
USR0562,3442.76,1914.66,162.78,1528.1,55.61,4.73,44.39,Alta,Saludable,ACTIVO
USR0563,3489.18,2534.15,541.16,955.02,72.63,15.51,27.37,Alta,En observación,ACTIVO
USR0564,3365.78,2447.79,905.57,918.0,72.73,26.91,27.27,Alta,En observación,ACTIVO
USR0565,4815.2,2414.45,110.41,2400.75,50.14,2.29,49.86,Alta,Saludable,ACTIVO
USR0566,5164.66,4729.96,635.47,434.7,91.58,12.3,8.42,Baja,En riesgo,ACTIVO
USR0567,4807.29,2247.2,297.72,2560.09,46.75,6.19,53.25,Alta,Saludable,ACTIVO
USR0568,4420.49,2920.8,1742.11,1499.68,66.07,39.41,33.93,Alta,En riesgo,ACTIVO
USR0569,4486.95,2787.34,655.42,1699.61,62.12,14.61,37.88,Alta,En observación,ACTIVO
USR0570,2340.98,1278.34,350.58,1062.64,54.61,14.98,45.39,Alta,Saludable,ACTIVO
USR0571,2159.17,1899.69,853.05,259.48,87.98,39.51,12.02,Media,En riesgo,ACTIVO
USR0572,1939.52,1181.06,309.88,758.46,60.89,15.98,39.11,Alta,En observación,ACTIVO
USR0573,4958.4,2887.45,763.26,2070.95,58.23,15.39,41.77,Alta,Saludable,ACTIVO
USR0574,3984.64,2337.34,379.36,1647.3,58.66,9.52,41.34,Alta,Saludable,ACTIVO
USR0575,4248.96,2544.06,649.43,1704.9,59.87,15.28,40.13,Alta,Saludable,ACTIVO
USR0576,3091.12,2591.55,1522.52,499.57,83.84,49.25,16.16,Media,En riesgo,ACTIVO
USR0577,5580.01,2165.64,627.15,3414.37,38.81,11.24,61.19,Alta,Saludable,ACTIVO
USR0578,6442.76,5029.28,1392.77,1413.48,78.06,21.62,21.94,Alta,En observación,ACTIVO
USR0579,5795.81,3569.62,557.6,2226.19,61.59,9.62,38.41,Alta,En observación,ACTIVO
USR0580,3610.14,1466.79,84.49,2143.35,40.63,2.34,59.37,Alta,Saludable,ACTIVO
USR0581,3227.09,3230.53,470.04,-3.44,100.11,14.57,-0.11,Nunca,En riesgo,ACTIVO
USR0582,4035.56,2571.15,198.68,1464.41,63.71,4.92,36.29,Alta,En observación,ACTIVO
USR0583,3577.05,2505.0,678.07,1072.05,70.03,18.96,29.97,Alta,En observación,ACTIVO
USR0584,4322.78,1665.13,477.36,2657.64,38.52,11.04,61.48,Alta,Saludable,ACTIVO
USR0585,5933.44,3127.12,520.29,2806.32,52.7,8.77,47.3,Alta,Saludable,ACTIVO
USR0586,2016.83,951.87,282.68,1064.96,47.2,14.02,52.8,Alta,Saludable,ACTIVO
USR0587,3397.73,3194.27,338.27,203.45,94.01,9.96,5.99,Baja,En riesgo,ACTIVO
USR0588,4936.09,3393.69,1032.39,1542.4,68.75,20.92,31.25,Alta,En observación,ACTIVO
USR0589,1930.43,1055.5,116.59,874.93,54.68,6.04,45.32,Alta,Saludable,ACTIVO
USR0590,2077.9,1449.82,477.74,628.09,69.77,22.99,30.23,Alta,En observación,ACTIVO
USR0591,3022.83,2029.47,439.92,993.36,67.14,14.55,32.86,Alta,En observación,ACTIVO
USR0592,4246.99,3260.19,1524.87,986.8,76.76,35.9,23.24,Alta,En riesgo,ACTIVO
USR0593,2424.08,2211.63,330.16,212.46,91.24,13.62,8.76,Baja,En riesgo,ACTIVO
USR0594,6624.69,3157.68,651.05,3467.01,47.67,9.83,52.33,Alta,Saludable,ACTIVO
USR0595,2094.25,1426.05,138.56,668.2,68.09,6.62,31.91,Alta,En observación,ACTIVO
USR0596,3411.66,1971.75,248.21,1439.91,57.79,7.28,42.21,Alta,Saludable,ACTIVO
USR0597,4802.93,2828.87,2732.49,1974.06,58.9,56.89,41.1,Alta,En riesgo,ACTIVO
USR0598,6143.97,3354.04,1096.53,2789.93,54.59,17.85,45.41,Alta,Saludable,ACTIVO
USR0599,2690.32,1891.82,577.81,798.5,70.32,21.48,29.68,Alta,En observación,ACTIVO
USR0600,6534.4,3606.94,573.46,2927.46,55.2,8.78,44.8,Alta,Saludable,ACTIVO
USR0601,4135.78,3372.5,795.62,763.28,81.54,19.24,18.46,Media,En observación,ACTIVO
USR0602,3411.64,1430.67,286.53,1980.97,41.93,8.4,58.07,Alta,Saludable,ACTIVO
USR0603,4384.11,3103.39,1018.96,1280.71,70.79,23.24,29.21,Alta,En observación,ACTIVO
USR0604,3336.12,1905.42,425.01,1430.7,57.11,12.74,42.89,Alta,Saludable,ACTIVO
USR0605,1272.55,917.3,351.39,355.25,72.08,27.61,27.92,Alta,En observación,ACTIVO
USR0606,4398.49,2037.78,469.55,2360.71,46.33,10.68,53.67,Alta,Saludable,ACTIVO
USR0607,2141.07,1423.79,293.33,717.28,66.5,13.7,33.5,Alta,En observación,ACTIVO
USR0608,1740.28,1337.84,327.28,402.44,76.88,18.81,23.12,Alta,En observación,ACTIVO
USR0609,5388.95,3749.79,295.58,1639.16,69.58,5.48,30.42,Alta,En observación,ACTIVO
USR0610,2962.39,1764.89,500.92,1197.5,59.58,16.91,40.42,Alta,Saludable,ACTIVO
USR0611,6086.03,5637.46,1156.61,448.57,92.63,19.0,7.37,Baja,En riesgo,ACTIVO
USR0612,3167.89,3146.2,97.75,21.7,99.32,3.09,0.68,Baja,En riesgo,ACTIVO
USR0613,4902.5,4355.83,566.43,546.67,88.85,11.55,11.15,Media,En riesgo,ACTIVO
USR0614,4851.18,2878.95,422.62,1972.23,59.35,8.71,40.65,Alta,Saludable,ACTIVO
USR0615,3390.19,975.43,165.18,2414.75,28.77,4.87,71.23,Alta,Saludable,ACTIVO
USR0616,1514.21,1098.78,176.21,415.43,72.56,11.64,27.44,Alta,En observación,ACTIVO
USR0617,4157.11,2711.13,574.74,1445.98,65.22,13.83,34.78,Alta,En observación,ACTIVO
USR0618,4270.05,3750.94,1946.55,519.1,87.84,45.59,12.16,Media,En riesgo,ACTIVO
USR0619,3369.69,2324.26,696.41,1045.43,68.98,20.67,31.02,Alta,En observación,ACTIVO
USR0620,3515.09,3289.56,442.58,225.53,93.58,12.59,6.42,Baja,En riesgo,ACTIVO
USR0621,2448.11,1343.27,338.62,1104.84,54.87,13.83,45.13,Alta,Saludable,ACTIVO
USR0622,2459.67,815.39,68.04,1644.28,33.15,2.77,66.85,Alta,Saludable,ACTIVO
USR0623,3122.56,2499.53,858.14,623.03,80.05,27.48,19.95,Media,En observación,ACTIVO
USR0624,4131.77,1667.91,512.19,2463.86,40.37,12.4,59.63,Alta,Saludable,ACTIVO
USR0625,1669.92,670.43,179.04,999.49,40.15,10.72,59.85,Alta,Saludable,ACTIVO
USR0626,4561.83,3046.15,515.76,1515.68,66.77,11.31,33.23,Alta,En observación,ACTIVO
USR0627,4424.79,2563.22,568.28,1861.57,57.93,12.84,42.07,Alta,Saludable,ACTIVO
USR0628,3759.3,2599.98,800.14,1159.32,69.16,21.28,30.84,Alta,En observación,ACTIVO
USR0629,4211.38,2821.16,626.3,1390.22,66.99,14.87,33.01,Alta,En observación,ACTIVO
USR0630,1681.08,1470.34,763.99,210.74,87.46,45.45,12.54,Media,En riesgo,ACTIVO
USR0631,2611.24,1556.97,1137.18,1054.27,59.63,43.55,40.37,Alta,En riesgo,ACTIVO
USR0632,4718.83,2461.49,469.66,2257.34,52.16,9.95,47.84,Alta,Saludable,ACTIVO
USR0633,3765.33,1965.94,230.74,1799.39,52.21,6.13,47.79,Alta,Saludable,ACTIVO
USR0634,5072.96,4016.39,1332.38,1056.57,79.17,26.26,20.83,Alta,En observación,ACTIVO
USR0635,5329.18,4004.63,1011.87,1324.55,75.15,18.99,24.85,Alta,En observación,ACTIVO
USR0636,2504.43,1356.15,368.22,1148.28,54.15,14.7,45.85,Alta,Saludable,ACTIVO
USR0637,2747.65,1733.87,157.44,1013.78,63.1,5.73,36.9,Alta,En observación,ACTIVO
USR0638,4886.68,2863.42,574.47,2023.26,58.6,11.76,41.4,Alta,Saludable,ACTIVO
USR0639,2499.63,2133.38,649.9,366.26,85.35,26.0,14.65,Media,En riesgo,ACTIVO
USR0640,1891.96,875.48,905.29,1016.48,46.27,47.85,53.73,Alta,En riesgo,ACTIVO
USR0641,6476.46,5636.58,1072.56,839.88,87.03,16.56,12.97,Media,En riesgo,ACTIVO
USR0642,5099.7,4599.58,604.06,500.12,90.19,11.85,9.81,Baja,En riesgo,ACTIVO
USR0643,5532.71,3163.88,255.27,2368.83,57.18,4.61,42.82,Alta,Saludable,ACTIVO
USR0644,3610.52,2537.74,146.52,1072.78,70.29,4.06,29.71,Alta,En observación,ACTIVO
USR0645,2066.77,929.92,156.45,1136.86,44.99,7.57,55.01,Alta,Saludable,ACTIVO
USR0646,3143.74,1817.94,124.3,1325.8,57.83,3.95,42.17,Alta,Saludable,ACTIVO
USR0647,5355.18,3556.37,696.13,1798.81,66.41,13.0,33.59,Alta,En observación,ACTIVO
USR0648,4564.53,3890.89,1618.92,673.64,85.24,35.47,14.76,Media,En riesgo,ACTIVO
USR0649,3255.88,1736.36,508.95,1519.52,53.33,15.63,46.67,Alta,Saludable,ACTIVO
USR0650,2294.52,1370.58,417.76,923.94,59.73,18.21,40.27,Alta,Saludable,INACTIVO
USR0651,6106.37,4040.04,692.9,2066.33,66.16,11.35,33.84,Alta,En observación,ACTIVO
USR0652,6146.15,3097.9,715.36,3048.25,50.4,11.64,49.6,Alta,Saludable,ELIMINADO
USR0653,5661.32,3430.03,1124.42,2231.29,60.59,19.86,39.41,Alta,En observación,ACTIVO
USR0654,2329.47,1783.96,298.08,545.5,76.58,12.8,23.42,Alta,En observación,ACTIVO
USR0655,2245.63,1537.58,270.71,708.05,68.47,12.05,31.53,Alta,En observación,ACTIVO
USR0656,2304.68,1695.03,847.16,609.65,73.55,36.76,26.45,Alta,En riesgo,ACTIVO
USR0657,2726.53,1915.18,718.02,811.35,70.24,26.33,29.76,Alta,En observación,ACTIVO
USR0658,5430.67,2558.6,523.69,2872.08,47.11,9.64,52.89,Alta,Saludable,ACTIVO
USR0659,1754.66,1212.07,497.57,542.59,69.08,28.36,30.92,Alta,En observación,ACTIVO
USR0660,3167.89,2500.31,512.27,667.58,78.93,16.17,21.07,Alta,En observación,ACTIVO
USR0661,2548.96,1789.34,461.63,759.62,70.2,18.11,29.8,Alta,En observación,ACTIVO
USR0662,2792.67,1978.49,782.64,814.18,70.85,28.02,29.15,Alta,En observación,ACTIVO
USR0663,6519.93,3617.01,799.41,2902.92,55.48,12.26,44.52,Alta,Saludable,INACTIVO
USR0664,5154.28,3702.1,347.52,1452.19,71.83,6.74,28.17,Alta,En observación,ACTIVO
USR0665,3745.52,1689.58,232.34,2055.94,45.11,6.2,54.89,Alta,Saludable,ACTIVO
USR0666,4432.89,2444.16,1845.29,1988.73,55.14,41.63,44.86,Alta,En riesgo,ACTIVO
USR0667,3665.85,2359.84,1974.13,1306.01,64.37,53.85,35.63,Alta,En riesgo,ACTIVO
USR0668,4006.54,3374.13,1219.07,632.41,84.22,30.43,15.78,Media,En observación,ACTIVO
USR0669,4879.49,3212.67,488.68,1666.82,65.84,10.01,34.16,Alta,En observación,ACTIVO
USR0670,6095.89,2373.23,328.0,3722.66,38.93,5.38,61.07,Alta,Saludable,ACTIVO
USR0671,4548.99,3226.9,398.03,1322.09,70.94,8.75,29.06,Alta,En observación,ACTIVO
USR0672,1401.12,1017.43,364.12,383.69,72.62,25.99,27.38,Alta,En observación,ACTIVO
USR0673,2404.3,2209.17,727.3,195.13,91.88,30.25,8.12,Baja,En riesgo,ACTIVO
USR0674,2818.05,2311.51,1182.22,506.54,82.03,41.95,17.97,Media,En riesgo,INACTIVO
USR0675,2868.92,2655.07,91.36,213.85,92.55,3.18,7.45,Baja,En riesgo,ACTIVO
USR0676,2318.22,1843.8,639.93,474.42,79.54,27.6,20.46,Alta,En observación,ACTIVO
USR0677,5013.57,3931.56,2049.1,1082.01,78.42,40.87,21.58,Alta,En riesgo,ACTIVO
USR0678,5273.48,2080.61,684.43,3192.87,39.45,12.98,60.55,Alta,Saludable,ACTIVO
USR0679,4615.79,3162.84,802.48,1452.95,68.52,17.39,31.48,Alta,En observación,ACTIVO
USR0680,5374.14,2862.03,142.51,2512.11,53.26,2.65,46.74,Alta,Saludable,ACTIVO
USR0681,5529.27,4035.53,2263.32,1493.74,72.98,40.93,27.02,Alta,En riesgo,ACTIVO
USR0682,2729.98,2151.01,538.39,578.97,78.79,19.72,21.21,Alta,En observación,ACTIVO
USR0683,1630.7,1380.58,144.93,250.12,84.66,8.89,15.34,Media,En observación,ACTIVO
USR0684,5236.17,3712.72,1131.72,1523.45,70.91,21.61,29.09,Alta,En observación,ACTIVO
USR0685,3181.21,1781.5,193.94,1399.71,56.0,6.1,44.0,Alta,Saludable,ACTIVO
USR0686,4345.04,3042.85,305.77,1302.19,70.03,7.04,29.97,Alta,En observación,ACTIVO
USR0687,3313.53,2766.05,549.01,547.48,83.48,16.57,16.52,Media,En observación,ACTIVO
USR0688,4560.11,3159.23,564.33,1400.88,69.28,12.38,30.72,Alta,En observación,ACTIVO
USR0689,2859.89,1637.98,336.87,1221.91,57.27,11.78,42.73,Alta,Saludable,ACTIVO
USR0690,4985.76,3460.01,750.77,1525.75,69.4,15.06,30.6,Alta,En observación,ACTIVO
USR0691,3703.76,1099.01,276.13,2604.76,29.67,7.46,70.33,Alta,Saludable,ACTIVO
USR0692,6368.28,4596.48,1491.17,1771.8,72.18,23.42,27.82,Alta,En observación,INACTIVO
USR0693,3448.69,1349.28,279.21,2099.41,39.12,8.1,60.88,Alta,Saludable,ACTIVO
USR0694,4271.41,2771.12,565.84,1500.28,64.88,13.25,35.12,Alta,En observación,ACTIVO
USR0695,6520.98,3827.06,969.1,2693.92,58.69,14.86,41.31,Alta,Saludable,ACTIVO
USR0696,1352.83,1120.61,620.66,232.22,82.83,45.88,17.17,Media,En riesgo,ACTIVO
USR0697,2997.52,1551.29,256.49,1446.23,51.75,8.56,48.25,Alta,Saludable,ACTIVO
USR0698,3682.92,3291.92,420.43,391.0,89.38,11.42,10.62,Media,En riesgo,ACTIVO
USR0699,2785.78,2066.05,341.69,719.73,74.16,12.27,25.84,Alta,En observación,ACTIVO
USR0700,4197.69,2382.6,585.94,1815.09,56.76,13.96,43.24,Alta,Saludable,ACTIVO
USR0701,2388.61,1817.24,434.26,571.37,76.08,18.18,23.92,Alta,En observación,ACTIVO
USR0702,1365.8,869.09,297.59,496.71,63.63,21.79,36.37,Alta,En observación,ACTIVO
USR0703,4112.85,3413.19,1538.63,699.66,82.99,37.41,17.01,Media,En riesgo,ACTIVO
USR0704,3740.09,1488.39,366.21,2251.7,39.8,9.79,60.2,Alta,Saludable,ACTIVO
USR0705,4483.08,3293.11,670.48,1189.98,73.46,14.96,26.54,Alta,En observación,ACTIVO
USR0706,5002.23,3345.34,950.46,1656.89,66.88,19.0,33.12,Alta,En observación,ACTIVO
USR0707,4450.75,2515.42,1747.32,1935.33,56.52,39.26,43.48,Alta,En riesgo,ACTIVO
USR0708,3590.21,2892.2,301.67,698.01,80.56,8.4,19.44,Media,En observación,INACTIVO
USR0709,1815.93,1508.03,899.16,307.9,83.04,49.52,16.96,Media,En riesgo,ACTIVO
USR0710,1308.21,1140.18,568.49,168.03,87.16,43.46,12.84,Media,En riesgo,ACTIVO
USR0711,6468.36,2658.23,454.05,3810.13,41.1,7.02,58.9,Alta,Saludable,ACTIVO
USR0712,5101.29,2891.61,585.14,2209.68,56.68,11.47,43.32,Alta,Saludable,ACTIVO
USR0713,2169.5,1612.05,212.42,557.45,74.31,9.79,25.69,Alta,En observación,ACTIVO
USR0714,5137.81,3596.46,205.94,1541.34,70.0,4.01,30.0,Alta,En observación,ACTIVO
USR0715,6705.22,5297.26,1663.72,1407.96,79.0,24.81,21.0,Alta,En observación,ACTIVO
USR0716,5115.44,3036.06,858.48,2079.38,59.35,16.78,40.65,Alta,Saludable,ACTIVO
USR0717,5859.29,3725.79,1145.18,2133.5,63.59,19.54,36.41,Alta,En observación,ACTIVO
USR0718,3321.75,1879.1,1226.75,1442.65,56.57,36.93,43.43,Alta,En riesgo,ACTIVO
USR0719,4925.55,2858.17,440.72,2067.38,58.03,8.95,41.97,Alta,Saludable,ACTIVO
USR0720,1970.79,1428.87,427.17,541.92,72.5,21.68,27.5,Alta,En observación,ACTIVO
USR0721,4492.55,2383.01,626.01,2109.54,53.04,13.93,46.96,Alta,Saludable,ACTIVO
USR0722,6027.72,3710.34,290.92,2317.39,61.55,4.83,38.45,Alta,En observación,ACTIVO
USR0723,4420.95,4419.64,305.11,1.31,99.97,6.9,0.03,Baja,En riesgo,ACTIVO
USR0724,3207.46,2151.61,430.79,1055.84,67.08,13.43,32.92,Alta,En observación,ACTIVO
USR0725,3092.66,1249.94,41.87,1842.71,40.42,1.35,59.58,Alta,Saludable,ACTIVO
USR0726,1900.84,1454.3,371.57,446.54,76.51,19.55,23.49,Alta,En observación,ACTIVO
USR0727,1324.36,765.11,177.66,559.24,57.77,13.41,42.23,Alta,Saludable,ACTIVO
USR0728,4943.88,2645.3,834.34,2298.58,53.51,16.88,46.49,Alta,Saludable,ACTIVO
USR0729,4554.12,3164.32,958.58,1389.8,69.48,21.05,30.52,Alta,En observación,ACTIVO
USR0730,5181.88,3001.03,536.13,2180.86,57.91,10.35,42.09,Alta,Saludable,ACTIVO
USR0731,1582.24,1219.56,632.68,362.67,77.08,39.99,22.92,Alta,En riesgo,ACTIVO
USR0732,5469.63,2350.45,271.26,3119.18,42.97,4.96,57.03,Alta,Saludable,ACTIVO
USR0733,1808.09,1295.81,517.2,512.28,71.67,28.6,28.33,Alta,En observación,ACTIVO
USR0734,6871.15,6995.34,687.04,-124.19,101.81,10.0,-1.81,Nunca,En riesgo,ACTIVO
USR0735,3679.66,2924.6,1456.79,755.05,79.48,39.59,20.52,Alta,En riesgo,ACTIVO
USR0736,6536.59,5006.35,1221.58,1530.24,76.59,18.69,23.41,Alta,En observación,ACTIVO
USR0737,4130.2,3326.42,2088.34,803.78,80.54,50.56,19.46,Media,En riesgo,ACTIVO
USR0738,3577.14,2370.9,1277.21,1206.23,66.28,35.7,33.72,Alta,En riesgo,ACTIVO
USR0739,3687.02,2373.45,2122.16,1313.56,64.37,57.56,35.63,Alta,En riesgo,ACTIVO
USR0740,3995.22,2220.94,516.56,1774.29,55.59,12.93,44.41,Alta,Saludable,ACTIVO
USR0741,3624.77,2317.29,1730.73,1307.48,63.93,47.75,36.07,Alta,En riesgo,ACTIVO
USR0742,5746.42,5182.38,650.26,564.04,90.18,11.32,9.82,Baja,En riesgo,ACTIVO
USR0743,3884.45,3147.5,543.07,736.95,81.03,13.98,18.97,Media,En observación,ACTIVO
USR0744,3162.55,2860.8,220.93,301.75,90.46,6.99,9.54,Baja,En riesgo,ACTIVO
USR0745,5998.79,4919.81,1083.85,1078.98,82.01,18.07,17.99,Media,En observación,ACTIVO
USR0746,1940.3,1428.71,620.23,511.58,73.63,31.97,26.37,Alta,En observación,ACTIVO
USR0747,4777.09,1912.03,577.1,2865.05,40.03,12.08,59.97,Alta,Saludable,ACTIVO
USR0748,1619.15,1231.51,237.99,387.64,76.06,14.7,23.94,Alta,En observación,ACTIVO
USR0749,5720.13,2683.95,659.1,3036.18,46.92,11.52,53.08,Alta,Saludable,ACTIVO
USR0750,4522.96,4023.96,331.1,499.0,88.97,7.32,11.03,Media,En riesgo,ACTIVO
USR0751,2191.1,1363.62,233.23,827.48,62.23,10.64,37.77,Alta,En observación,ACTIVO
USR0752,4415.76,1679.86,200.23,2735.89,38.04,4.53,61.96,Alta,Saludable,ACTIVO
USR0753,2319.83,1581.57,332.49,738.26,68.18,14.33,31.82,Alta,En observación,ACTIVO
USR0754,5484.85,5040.27,550.3,444.57,91.89,10.03,8.11,Baja,En riesgo,INACTIVO
USR0755,4361.43,2873.87,275.94,1487.56,65.89,6.33,34.11,Alta,En observación,ACTIVO
USR0756,6691.22,2384.51,370.13,4306.72,35.64,5.53,64.36,Alta,Saludable,ACTIVO
USR0757,5061.08,2453.02,403.47,2608.06,48.47,7.97,51.53,Alta,Saludable,ACTIVO
USR0758,5076.08,3641.4,580.72,1434.68,71.74,11.44,28.26,Alta,En observación,ACTIVO
USR0759,3451.7,2369.95,608.51,1081.75,68.66,17.63,31.34,Alta,En observación,ACTIVO
USR0760,3458.06,2816.5,999.01,641.56,81.45,28.89,18.55,Media,En observación,ACTIVO
USR0761,5783.64,4974.63,543.39,809.01,86.01,9.4,13.99,Media,En riesgo,ACTIVO
USR0762,5757.58,3042.51,107.57,2715.07,52.84,1.87,47.16,Alta,Saludable,ACTIVO
USR0763,3529.84,2118.91,446.52,1410.93,60.03,12.65,39.97,Alta,En observación,ACTIVO
USR0764,4369.33,3669.17,468.21,700.17,83.98,10.72,16.02,Media,En observación,ACTIVO
USR0765,2010.63,1514.31,432.62,496.32,75.32,21.52,24.68,Alta,En observación,ACTIVO
USR0766,1984.63,1479.48,390.19,505.15,74.55,19.66,25.45,Alta,En observación,ACTIVO
USR0767,3635.69,2458.23,702.64,1177.46,67.61,19.33,32.39,Alta,En observación,ACTIVO
USR0768,4219.19,2260.73,118.95,1958.46,53.58,2.82,46.42,Alta,Saludable,ACTIVO
USR0769,3396.82,2711.99,911.07,684.83,79.84,26.82,20.16,Alta,En observación,ACTIVO
USR0770,3151.01,1349.48,233.61,1801.53,42.83,7.41,57.17,Alta,Saludable,ACTIVO
USR0771,6997.73,5570.31,1471.36,1427.43,79.6,21.03,20.4,Alta,En observación,ACTIVO
USR0772,3784.5,2851.7,776.0,932.8,75.35,20.5,24.65,Alta,En observación,ACTIVO
USR0773,4421.96,2468.51,347.62,1953.44,55.82,7.86,44.18,Alta,Saludable,ACTIVO
USR0774,5599.82,3204.36,726.27,2395.45,57.22,12.97,42.78,Alta,Saludable,ACTIVO
USR0775,5380.17,3672.76,587.36,1707.42,68.26,10.92,31.74,Alta,En observación,ACTIVO
USR0776,6012.65,5491.56,1529.46,521.1,91.33,25.44,8.67,Baja,En riesgo,ACTIVO
USR0777,4338.82,2953.07,625.21,1385.75,68.06,14.41,31.94,Alta,En observación,ACTIVO
USR0778,2134.02,1649.77,204.77,484.24,77.31,9.6,22.69,Alta,En observación,INACTIVO
USR0779,2992.98,2091.04,354.21,901.94,69.86,11.83,30.14,Alta,En observación,ACTIVO
USR0780,3212.41,2455.03,947.42,757.38,76.42,29.49,23.58,Alta,En observación,ACTIVO
USR0781,2737.78,1013.44,376.79,1724.35,37.02,13.76,62.98,Alta,Saludable,ACTIVO
USR0782,3590.54,2350.58,364.11,1239.96,65.47,10.14,34.53,Alta,En observación,ACTIVO
USR0783,4416.24,3500.78,1585.49,915.46,79.27,35.9,20.73,Alta,En riesgo,ACTIVO
USR0784,3867.32,2603.82,752.43,1263.5,67.33,19.46,32.67,Alta,En observación,ACTIVO
USR0785,4375.54,2541.44,2179.86,1834.1,58.08,49.82,41.92,Alta,En riesgo,ACTIVO
USR0786,6997.49,6373.06,1659.4,624.43,91.08,23.71,8.92,Baja,En riesgo,ACTIVO
USR0787,4729.97,3548.66,1117.98,1181.32,75.02,23.64,24.98,Alta,En observación,ACTIVO
USR0788,4765.01,3182.75,836.44,1582.26,66.79,17.55,33.21,Alta,En observación,ACTIVO
USR0789,5512.21,3821.63,957.18,1690.58,69.33,17.36,30.67,Alta,En observación,ACTIVO
USR0790,5144.25,4108.6,651.66,1035.65,79.87,12.67,20.13,Alta,En observación,ACTIVO
USR0791,3942.01,2982.85,510.52,959.16,75.67,12.95,24.33,Alta,En observación,ACTIVO
USR0792,1871.25,1355.48,234.49,515.77,72.44,12.53,27.56,Alta,En observación,ACTIVO
USR0793,3129.04,2300.29,637.63,828.75,73.51,20.38,26.49,Alta,En observación,ACTIVO
USR0794,4667.16,3653.28,1796.5,1013.88,78.28,38.49,21.72,Alta,En riesgo,ACTIVO
USR0795,3718.08,2752.42,1237.41,965.66,74.03,33.28,25.97,Alta,En observación,ACTIVO
USR0796,4328.28,3322.87,756.24,1005.4,76.77,17.47,23.23,Alta,En observación,ACTIVO
USR0797,2824.81,2234.13,547.97,590.69,79.09,19.4,20.91,Alta,En observación,ACTIVO
USR0798,3347.14,2426.84,485.03,920.31,72.5,14.49,27.5,Alta,En observación,ACTIVO
USR0799,4779.32,3487.0,1674.47,1292.32,72.96,35.04,27.04,Alta,En riesgo,ACTIVO
USR0800,6757.29,2664.4,681.7,4092.89,39.43,10.09,60.57,Alta,Saludable,ACTIVO
USR0801,3900.66,3212.42,1084.04,688.23,82.36,27.79,17.64,Media,En observación,ACTIVO
USR0802,5356.94,2793.39,872.41,2563.55,52.15,16.29,47.85,Alta,Saludable,ACTIVO
USR0803,5171.73,4640.63,1554.73,531.1,89.73,30.06,10.27,Media,En riesgo,ACTIVO
USR0804,3434.32,1638.9,336.93,1795.42,47.72,9.81,52.28,Alta,Saludable,ACTIVO
USR0805,6337.93,4334.5,1053.23,2003.43,68.39,16.62,31.61,Alta,En observación,ACTIVO
USR0806,4370.82,2908.44,337.98,1462.38,66.54,7.73,33.46,Alta,En observación,ACTIVO
USR0807,2045.79,1233.98,143.66,811.81,60.32,7.02,39.68,Alta,En observación,ACTIVO
