usuario_id,ingreso_mensual,deuda_mensual,nivel_endeudamiento,gasto_mensual_promedio,ahorro_mensual_estimado,porcentaje_gastos_ingreso,frecuencia_ahorro,perfil_financiero
USR0680,4410.85,340.74,7.73,2845.56,1224.55,64.51,Alta,En observación
USR0681,3344.5,549.01,16.42,2782.68,12.81,83.2,Baja,En riesgo
USR0682,4803.42,644.92,13.43,3163.21,995.29,65.85,Alta,En observación
USR0683,2840.63,507.21,17.86,1756.4,577.01,61.83,Alta,En observación
USR0684,5026.93,769.27,15.3,3249.23,1008.43,64.64,Alta,En observación
USR0685,3822.68,276.13,7.22,1138.21,2408.34,29.78,Alta,Saludable
USR0686,6299.74,1255.46,19.93,4722.44,321.84,74.96,Baja,En observación
USR0687,3421.85,279.21,8.16,1523.55,1619.09,44.52,Alta,Saludable
USR0688,4375.75,585.1,13.37,2819.77,970.89,64.44,Alta,En observación
USR0689,6674.31,1357.62,20.34,3920.56,1396.13,58.74,Alta,En observación
USR0690,1418.84,542.5,38.24,773.93,102.4,54.55,Baja,En observación
USR0691,2464.14,207.26,8.41,1430.05,826.83,58.03,Alta,Saludable
USR0692,6170.43,2556.85,41.44,3110.04,503.54,50.4,Baja,En riesgo
USR0693,2154.93,739.5,34.32,1263.44,151.98,58.63,Baja,En observación
USR0694,4638.39,975.72,21.04,3363.81,298.86,72.52,Baja,En observación
USR0695,2440.53,507.78,20.81,1770.39,162.37,72.54,Baja,En observación
USR0696,1402.87,304.72,21.72,882.04,216.11,62.87,Media,En observación
USR0697,4201.01,1538.63,36.63,3430.46,-768.08,81.66,Nunca,En riesgo
USR0698,3713.38,603.85,16.26,2902.28,207.25,78.16,Baja,En observación
USR0699,6152.82,837.39,13.61,2703.16,2612.27,43.93,Alta,Saludable
USR0700,5369.4,1086.82,20.24,3519.04,763.54,65.54,Media,En observación
USR0701,5023.8,882.26,17.56,3533.93,607.6,70.34,Media,En observación
USR0702,3293.45,301.67,9.16,2921.2,70.58,88.7,Baja,En riesgo
USR0703,1898.03,912.33,48.07,1500.92,-515.22,79.08,Nunca,En riesgo
USR0704,1449.28,568.49,39.23,1162.63,-281.83,80.22,Nunca,En riesgo
USR0705,6505.51,454.05,6.98,2930.66,3120.81,45.05,Alta,Saludable
USR0706,5122.51,885.76,17.29,2888.25,1348.5,56.38,Alta,Saludable
USR0707,2068.58,253.0,12.23,1619.54,196.04,78.29,Baja,En observación
USR0708,5270.61,256.7,4.87,3641.92,1371.99,69.1,Alta,En observación
USR0709,6730.61,1663.72,24.72,5248.58,-181.69,77.98,Nunca,En riesgo
USR0710,5163.0,872.87,16.91,2899.73,1390.4,56.16,Alta,Saludable
USR0711,5907.07,1152.4,19.51,3556.17,1198.5,60.2,Alta,En observación
USR0712,3332.78,1226.75,36.81,1866.35,239.69,56.0,Baja,En observación
USR0713,4904.07,440.72,8.99,2909.93,1553.41,59.34,Alta,Saludable
USR0714,1961.77,441.66,22.51,1427.27,92.84,72.75,Baja,En observación
USR0715,4516.68,644.09,14.26,2392.54,1480.05,52.97,Alta,Saludable
USR0716,5931.89,347.02,5.85,3622.3,1962.56,61.06,Alta,En observación
USR0717,4548.34,305.11,6.71,4389.48,-146.25,96.51,Nunca,En riesgo
USR0718,3057.37,444.72,14.55,2080.37,532.28,68.04,Media,En observación
USR0719,2447.26,41.87,1.71,1285.94,1119.44,52.55,Alta,Saludable
USR0720,1845.26,268.03,14.53,1624.17,-46.93,88.02,Nunca,En riesgo
USR0721,2987.16,706.59,23.65,2150.31,130.26,71.99,Baja,En observación
USR0722,1858.29,298.99,16.09,1443.97,115.32,77.7,Baja,En observación
USR0723,4011.58,432.25,10.78,2202.62,1376.71,54.91,Alta,Saludable
USR0724,4138.11,284.5,6.88,3503.47,350.14,84.66,Baja,En observación
USR0725,3240.06,347.16,10.71,2167.43,725.46,66.89,Alta,En observación
USR0726,3206.1,675.83,21.08,2489.33,40.94,77.64,Baja,En riesgo
USR0727,4788.26,493.27,10.3,2227.26,2067.73,46.51,Alta,Saludable
USR0728,3742.74,451.36,12.06,2537.09,754.28,67.79,Alta,En observación
USR0729,4759.98,723.06,15.19,3394.22,642.71,71.31,Media,En observación
USR0730,5795.91,604.22,10.42,3043.6,2148.09,52.51,Alta,Saludable
USR0731,3868.72,527.33,13.63,2613.28,728.11,67.55,Media,En observación
USR0732,2144.41,845.37,39.42,1055.0,244.03,49.2,Media,En observación
USR0733,5314.38,1040.55,19.58,3525.21,748.62,66.33,Media,En observación
USR0734,3501.03,772.76,22.07,3097.82,-369.55,88.48,Nunca,En riesgo
USR0735,3751.5,732.62,19.53,2136.64,882.24,56.95,Alta,Saludable
USR0736,6009.62,1529.76,25.46,5422.07,-942.21,90.22,Nunca,En riesgo
USR0737,6509.31,688.74,10.58,3456.44,2364.13,53.1,Alta,Saludable
USR0738,4173.42,676.2,16.2,2882.8,614.42,69.08,Media,En observación
USR0739,3402.1,451.8,13.28,2668.15,282.15,78.43,Baja,En observación
USR0740,2044.24,107.33,5.25,2046.13,-109.21,100.09,Nunca,En riesgo
USR0741,2397.65,332.71,13.88,1249.63,815.31,52.12,Alta,Saludable
USR0742,2021.32,706.91,34.97,1226.05,88.36,60.66,Baja,En observación
USR0743,2443.96,354.35,14.5,1749.78,339.83,71.6,Media,En observación
USR0744,5480.36,1073.05,19.58,3400.37,1006.94,62.05,Media,En observación
USR0745,4422.67,1975.71,44.67,3325.15,-878.19,75.18,Nunca,En riesgo
USR0746,2566.54,19.69,0.77,1261.55,1285.3,49.15,Alta,Saludable
USR0747,3322.91,429.06,12.91,1824.83,1069.02,54.92,Alta,Saludable
USR0748,3286.88,1258.43,38.29,2632.55,-604.1,80.09,Nunca,En riesgo
USR0749,1741.76,252.76,14.51,1358.05,130.95,77.97,Baja,En observación
USR0750,1850.15,500.35,27.04,1328.11,21.69,71.78,Baja,En observación
USR0751,4276.09,1365.49,31.93,3490.34,-579.74,81.62,Nunca,En riesgo
USR0752,3556.61,862.05,24.24,2727.9,-33.34,76.7,Nunca,En riesgo
USR0753,2137.12,885.16,41.42,1372.81,-120.84,64.24,Nunca,En riesgo
USR0754,1764.15,405.19,22.97,1052.73,306.24,59.67,Media,En observación
USR0755,3983.23,354.78,8.91,2693.05,935.4,67.61,Alta,En observación
USR0756,5926.95,2416.85,40.78,3204.63,305.47,54.07,Baja,En riesgo
USR0757,4412.89,597.17,13.53,2901.2,914.52,65.74,Alta,En observación
USR0758,5429.53,442.08,8.14,3145.37,1842.07,57.93,Alta,Saludable
USR0759,4656.82,386.35,8.3,2026.27,2244.2,43.51,Alta,Saludable
USR0760,5732.07,488.48,8.52,3401.68,1841.91,59.34,Alta,Saludable
USR0761,4741.3,1027.62,21.67,3340.04,373.64,70.45,Baja,En observación
USR0762,5509.3,1158.77,21.03,3564.29,786.24,64.7,Media,En observación
USR0763,6098.67,47.95,0.79,2819.29,3231.43,46.23,Alta,Saludable
USR0764,4893.41,1252.19,25.59,4067.26,-426.04,83.12,Nunca,En riesgo
USR0765,5795.32,1237.66,21.36,4329.62,228.04,74.71,Baja,En observación
USR0766,4620.43,594.78,12.87,2866.89,1158.76,62.05,Alta,En observación
USR0767,3877.21,335.36,8.65,2367.62,1174.23,61.07,Alta,En observación
USR0768,2827.23,421.84,14.92,2332.28,73.12,82.49,Baja,En riesgo
USR0769,5246.93,17.44,0.33,2633.18,2596.31,50.19,Alta,Saludable
USR0770,5297.01,1951.72,36.85,4697.7,-1352.42,88.69,Nunca,En riesgo
USR0771,4544.94,100.81,2.22,1781.17,2662.97,39.19,Alta,Saludable
USR0772,3684.9,831.33,22.56,2626.42,227.15,71.28,Baja,En observación
USR0773,4686.28,1039.11,22.17,2662.65,984.52,56.82,Alta,En observación
USR0774,5515.26,857.11,15.54,4156.88,501.27,75.37,Baja,En observación
USR0775,2589.18,376.79,14.55,1056.56,1155.82,40.81,Alta,Saludable
USR0776,3627.34,387.44,10.68,2400.31,839.59,66.17,Alta,En observación
USR0777,4335.79,1585.49,36.57,3510.2,-759.9,80.96,Nunca,En riesgo
USR0778,3878.52,757.88,19.54,2607.03,513.61,67.22,Media,En observación
USR0779,4328.26,2179.86,50.36,2648.23,-499.83,61.18,Nunca,En riesgo
USR0780,6917.19,1659.4,23.99,6232.66,-974.87,90.1,Nunca,En riesgo
USR0781,4693.78,1146.94,24.44,3442.51,104.33,73.34,Baja,En observación
USR0782,4726.76,847.05,17.92,3260.32,619.39,68.98,Media,En observación
USR0783,5567.25,969.29,17.41,3758.02,839.93,67.5,Media,En observación
USR0784,5019.12,734.75,14.64,3965.74,318.63,79.01,Baja,En observación
USR0785,4059.77,576.93,14.21,2996.29,486.54,73.8,Media,En observación
USR0786,1792.57,261.64,14.6,1289.96,240.97,71.96,Media,En observación
USR0787,2838.49,657.68,23.17,2229.55,-48.74,78.55,Nunca,En riesgo
USR0788,4814.54,1796.5,37.31,3690.21,-672.17,76.65,Nunca,En riesgo
USR0789,3726.28,1237.41,33.21,2732.79,-243.93,73.34,Nunca,En observación
USR0790,4530.38,810.33,17.89,3349.42,370.63,73.93,Baja,En observación
USR0791,2791.55,576.6,20.66,2129.83,85.12,76.3,Baja,En riesgo
USR0792,3345.41,536.43,16.03,2501.85,307.13,74.78,Baja,En observación
USR0793,4775.05,1674.47,35.07,3380.79,-280.22,70.8,Nunca,En observación
USR0794,6695.73,681.7,10.18,2831.54,3182.5,42.29,Alta,Saludable
USR0795,3807.01,1084.04,28.47,3198.87,-475.9,84.03,Nunca,En riesgo
USR0796,4982.24,1168.88,23.46,2867.65,945.71,57.56,Media,En observación
USR0797,5183.11,1554.73,30.0,4614.43,-986.05,89.03,Nunca,En riesgo
USR0798,2999.89,336.93,11.23,1745.92,917.04,58.2,Alta,Saludable
USR0799,6271.0,1071.13,17.08,4268.43,931.44,68.07,Media,En observación
USR0800,4288.8,371.08,8.65,2837.1,1080.62,66.15,Alta,En observación
USR0801,2089.09,160.24,7.67,1236.16,692.69,59.17,Alta,Saludable
USR0802,2587.75,1002.67,38.75,1930.12,-345.04,74.59,Nunca,En observación
USR0803,3770.78,460.52,12.21,1954.13,1356.13,51.82,Alta,Saludable
USR0804,2282.21,959.57,42.05,1389.98,-67.34,60.91,Nunca,En riesgo
USR0805,4978.54,735.51,14.77,4724.92,-481.88,94.91,Nunca,En riesgo
USR0806,4032.87,1599.66,39.67,2346.69,86.52,58.19,Baja,En observación
USR0807,3168.55,491.31,15.51,1851.46,825.77,58.43,Alta,Saludable
USR0808,6548.74,701.26,10.71,3878.88,1968.61,59.23,Alta,Saludable
USR0809,6572.14,487.94,7.42,4015.23,2068.97,61.09,Alta,En observación
USR0810,4492.75,304.39,6.78,2842.22,1346.14,63.26,Alta,En observación
USR0811,6187.2,785.61,12.7,3525.02,1876.56,56.97,Alta,Saludable
USR0812,6515.54,656.62,10.08,5823.35,35.58,89.38,Baja,En riesgo
USR0813,1856.6,380.58,20.5,1138.45,337.57,61.32,Media,En observación
USR0814,2186.86,652.31,29.83,1787.82,-253.27,81.75,Nunca,En riesgo
USR0815,2615.56,935.13,35.75,1215.44,464.99,46.47,Media,En observación
USR0816,4063.45,2201.08,54.17,3085.1,-1222.73,75.92,Nunca,En riesgo
USR0817,3111.07,1586.82,51.01,1995.83,-471.58,64.15,Nunca,En riesgo
USR0818,2850.15,1510.58,53.0,1820.36,-480.79,63.87,Nunca,En riesgo
USR0819,1727.09,497.97,28.83,1441.36,-212.24,83.46,Nunca,En riesgo
USR0820,3732.25,376.68,10.09,2165.08,1190.49,58.01,Alta,Saludable
USR0821,4442.13,2071.16,46.63,3982.79,-1611.82,89.66,Nunca,En riesgo
USR0822,4196.99,187.23,4.46,3717.64,292.12,88.58,Baja,En observación
USR0823,6269.02,462.79,7.38,2879.11,2927.11,45.93,Alta,Saludable
USR0824,2911.21,745.56,25.61,2098.94,66.71,72.1,Baja,En observación
USR0825,4544.8,1929.7,42.46,3174.32,-559.23,69.85,Nunca,En riesgo
USR0826,4425.42,2416.94,54.61,2780.41,-771.93,62.83,Nunca,En riesgo
USR0827,2374.24,964.14,40.61,1412.97,-2.87,59.51,Nunca,En riesgo
USR0828,4325.61,462.1,10.68,2246.45,1617.06,51.93,Alta,Saludable
USR0829,3171.23,697.58,22.0,2264.28,209.37,71.4,Baja,En observación
USR0830,6752.04,122.69,1.82,2249.12,4380.23,33.31,Alta,Saludable
USR0831,4861.99,929.75,19.12,2916.64,1015.59,59.99,Alta,Saludable
USR0832,2097.92,131.24,6.26,966.1,1000.58,46.05,Alta,Saludable
USR0833,4411.02,918.51,20.82,3114.59,377.92,70.61,Baja,En observación
USR0834,4955.41,392.51,7.92,3277.92,1284.98,66.15,Alta,En observación
USR0835,3388.78,313.64,9.26,2202.33,872.81,64.99,Alta,En observación
USR0836,2930.91,1208.32,41.23,2404.51,-681.92,82.04,Nunca,En riesgo
USR0837,4591.04,315.19,6.87,4147.9,127.95,90.35,Baja,En riesgo
USR0838,4650.0,307.81,6.62,2694.07,1648.12,57.94,Alta,Saludable
USR0839,3402.78,603.66,17.74,2908.45,-109.34,85.47,Nunca,En riesgo
USR0840,3661.28,1390.44,37.98,3007.86,-737.03,82.15,Nunca,En riesgo
USR0841,2669.95,733.69,27.48,2047.17,-110.9,76.67,Nunca,En riesgo
USR0842,3844.02,1675.4,43.58,2585.81,-417.19,67.27,Nunca,En riesgo
USR0843,3833.63,608.74,15.88,2806.21,418.67,73.2,Media,En observación
USR0844,1498.62,230.52,15.38,1135.29,132.8,75.76,Baja,En observación
USR0845,3061.9,188.81,6.17,1728.58,1144.51,56.45,Alta,Saludable
USR0846,4773.99,1974.69,41.36,2617.42,181.88,54.83,Baja,En riesgo
USR0847,1842.45,478.95,26.0,1367.55,-4.05,74.22,Nunca,En observación
USR0848,5482.65,2182.18,39.8,3568.91,-268.45,65.09,Nunca,En observación
USR0849,4394.13,928.5,21.13,2856.41,609.22,65.01,Media,En observación
USR0850,2170.03,317.69,14.64,1461.55,390.79,67.35,Media,En observación
USR0851,4976.45,438.25,8.81,2773.69,1764.52,55.74,Alta,Saludable
USR0852,2579.87,70.16,2.72,1264.95,1244.76,49.03,Alta,Saludable
USR0853,1665.04,280.15,16.83,1255.74,129.15,75.42,Baja,En observación
USR0854,3807.49,352.38,9.25,2528.13,926.97,66.4,Alta,En observación
USR0855,1783.38,317.02,17.78,1526.75,-60.39,85.61,Nunca,En riesgo
USR0856,3434.96,360.77,10.5,1153.59,1920.6,33.58,Alta,Saludable
USR0857,4672.46,270.22,5.78,2696.31,1705.92,57.71,Alta,Saludable
USR0858,5559.0,2335.61,42.01,3540.9,-317.51,63.7,Nunca,En riesgo
USR0859,3419.46,1562.2,45.69,1629.55,227.71,47.66,Baja,En riesgo
USR0860,6163.41,446.81,7.25,2683.17,3033.43,43.53,Alta,Saludable
USR0861,4744.61,2411.5,50.83,4019.0,-1685.89,84.71,Nunca,En riesgo
USR0862,2886.77,196.46,6.81,1784.83,905.48,61.83,Alta,En observación
USR0863,4004.4,1612.61,40.27,2563.29,-171.5,64.01,Nunca,En riesgo
USR0864,5060.68,879.27,17.37,4507.59,-326.18,89.07,Nunca,En riesgo
USR0865,4960.4,1752.14,35.32,2869.0,339.26,57.84,Baja,En observación
USR0866,3267.09,636.37,19.48,2094.87,535.85,64.12,Media,En observación
USR0867,1611.08,284.47,17.66,1016.04,310.57,63.07,Media,En observación
USR0868,4715.42,1314.99,27.89,3238.63,161.8,68.68,Baja,En observación
USR0869,6261.26,445.97,7.12,2957.43,2857.86,47.23,Alta,Saludable
USR0870,3102.19,552.89,17.82,2709.52,-160.22,87.34,Nunca,En riesgo
USR0871,5440.36,511.67,9.41,3273.8,1654.89,60.18,Alta,En observación
USR0872,2771.25,527.3,19.03,1463.79,780.15,52.82,Alta,Saludable
USR0873,7223.27,198.73,2.75,3130.53,3894.01,43.34,Alta,Saludable
USR0874,3183.57,333.85,10.49,2070.69,779.03,65.04,Alta,En observación
USR0875,2591.33,566.76,21.87,1493.99,530.58,57.65,Alta,En observación
USR0876,5739.94,1153.2,20.09,3775.37,811.38,65.77,Media,En observación
USR0877,2877.79,1225.54,42.59,1611.94,40.31,56.01,Baja,En riesgo
USR0878,1799.4,506.58,28.15,1568.9,-276.08,87.19,Nunca,En riesgo
USR0879,3438.19,998.35,29.04,2792.35,-352.51,81.22,Nunca,En riesgo
USR0880,2070.17,432.15,20.88,1469.84,168.18,71.0,Baja,En observación
USR0881,2727.1,576.18,21.13,1597.21,553.71,58.57,Alta,En observación
USR0882,2085.61,319.32,15.31,1649.15,117.14,79.07,Baja,En observación
USR0883,2450.57,175.02,7.14,836.14,1439.41,34.12,Alta,Saludable
USR0884,6079.33,382.96,6.3,2897.94,2798.43,47.67,Alta,Saludable
USR0885,2165.56,1105.84,51.06,1180.13,-120.42,54.5,Nunca,En riesgo
USR0886,6285.95,286.77,4.56,6083.44,-84.25,96.78,Nunca,En riesgo
USR0887,6022.85,263.24,4.37,5325.32,434.29,88.42,Baja,En observación
USR0888,2306.39,424.63,18.41,1343.85,537.91,58.27,Alta,Saludable
USR0889,2866.6,459.51,16.03,1643.87,763.22,57.35,Alta,Saludable
USR0890,2405.66,323.66,13.45,1409.22,672.78,58.58,Alta,Saludable
USR0891,6446.89,933.75,14.48,4247.27,1265.87,65.88,Media,En observación
USR0892,3109.91,535.69,17.23,2694.06,-119.84,86.63,Nunca,En riesgo
USR0893,3546.27,1020.04,28.76,2870.01,-343.77,80.93,Nunca,En riesgo
USR0894,3897.47,434.72,11.15,2138.26,1324.49,54.86,Alta,Saludable
USR0895,5478.13,664.34,12.13,3111.55,1702.25,56.8,Alta,Saludable
USR0896,2378.92,148.64,6.25,1664.45,565.83,69.97,Alta,En observación
USR0897,5635.5,1046.17,18.56,4090.09,499.24,72.58,Baja,En observación
USR0898,3919.41,1961.15,50.04,3029.15,-1070.89,77.29,Nunca,En riesgo
USR0899,3494.66,543.52,15.55,2824.9,126.23,80.83,Baja,En riesgo
USR0900,2625.58,414.35,15.78,1911.28,299.95,72.79,Media,En observación
USR0901,6696.93,485.39,7.25,3928.74,2282.8,58.66,Alta,Saludable
USR0902,4194.25,1880.77,44.84,3464.34,-1150.86,82.6,Nunca,En riesgo
USR0903,6296.15,481.75,7.65,3546.1,2268.3,56.32,Alta,Saludable
USR0904,5178.06,460.13,8.89,4545.12,172.8,87.78,Baja,En riesgo
USR0905,4609.64,636.53,13.81,3525.68,447.43,76.48,Baja,En observación
USR0906,1896.39,92.28,4.87,1738.56,65.55,91.68,Baja,En riesgo
USR0907,1311.06,369.45,28.18,880.43,61.18,67.15,Baja,En observación
USR0908,4109.09,247.11,6.01,3651.5,210.48,88.86,Baja,En observación
USR0909,6195.75,2021.0,32.62,5474.27,-1299.52,88.36,Nunca,En riesgo
USR0910,2854.24,320.98,11.25,2595.71,-62.45,90.94,Nunca,En riesgo
USR0911,3494.51,351.45,10.06,2921.72,221.34,83.61,Baja,En observación
USR0912,1855.47,314.64,16.96,1205.03,335.8,64.94,Media,En observación
USR0913,1925.19,656.65,34.11,1490.85,-222.31,77.44,Nunca,En riesgo
USR0914,1563.77,267.97,17.14,1113.58,182.22,71.21,Media,En observación
USR0915,3073.5,382.05,12.43,1363.95,1327.49,44.38,Alta,Saludable
USR0916,1865.13,267.49,14.34,1265.57,332.07,67.85,Media,En observación
USR0917,3359.68,543.67,16.18,2131.0,685.01,63.43,Alta,En observación
USR0918,1738.15,421.71,24.26,1232.81,83.63,70.93,Baja,En observación
USR0919,4310.21,1839.91,42.69,2943.0,-472.7,68.28,Nunca,En riesgo
USR0920,4600.22,853.64,18.56,4012.37,-265.79,87.22,Nunca,En riesgo
USR0921,1333.52,526.81,39.51,1005.65,-198.94,75.41,Nunca,En riesgo
USR0922,4736.52,1243.68,26.26,3962.08,-469.24,83.65,Nunca,En riesgo
USR0923,2072.21,751.53,36.27,1141.58,179.1,55.09,Baja,En observación
USR0924,2110.29,214.53,10.17,1026.9,868.86,48.66,Alta,Saludable
USR0925,3051.99,327.55,10.73,1751.74,972.7,57.4,Alta,Saludable
USR0926,4605.5,1224.95,26.6,3402.3,-21.75,73.87,Nunca,En observación
USR0927,5949.04,754.87,12.69,4011.52,1182.65,67.43,Media,En observación
USR0928,4430.1,379.5,8.57,2436.96,1613.64,55.01,Alta,Saludable
USR0929,4772.65,676.75,14.18,3406.86,689.04,71.38,Media,En observación
USR0930,2050.17,214.92,10.48,2196.21,-360.96,107.12,Nunca,En riesgo
USR0931,1847.43,327.59,17.73,1256.8,263.04,68.03,Media,En observación
USR0932,4765.47,797.83,16.74,2795.0,1172.65,58.65,Alta,Saludable
USR0933,6771.22,2515.71,37.15,4049.79,205.72,59.81,Baja,En observación
USR0934,4196.47,976.2,23.26,2282.43,937.84,54.39,Alta,En observación
USR0935,4598.65,63.4,1.38,2608.77,1926.48,56.73,Alta,Saludable
USR0936,6859.75,690.33,10.06,3451.57,2717.85,50.32,Alta,Saludable
USR0937,5723.2,830.2,14.51,3166.41,1726.59,55.33,Alta,Saludable
USR0938,3185.6,290.01,9.1,2049.64,845.94,64.34,Alta,En observación
USR0939,2193.71,278.7,12.7,995.25,919.77,45.37,Alta,Saludable
USR0940,3835.42,192.34,5.01,3856.73,-213.65,100.56,Nunca,En riesgo
USR0941,3506.9,58.2,1.66,1686.83,1761.87,48.1,Alta,Saludable
USR0942,2607.29,388.43,14.9,2354.67,-135.81,90.31,Nunca,En riesgo
USR0943,2831.94,257.27,9.08,2411.84,162.83,85.17,Baja,En observación
USR0944,5081.65,310.57,6.11,5186.65,-415.57,102.07,Nunca,En riesgo
USR0945,3737.05,1450.05,38.8,2281.0,6.0,61.04,Baja,En observación
USR0946,1673.07,456.55,27.29,1386.46,-169.94,82.87,Nunca,En riesgo
USR0947,4294.23,1642.89,38.26,2996.09,-344.74,69.77,Nunca,En observación
USR0948,5920.0,2076.96,35.08,3721.34,121.7,62.86,Baja,En observación
USR0949,4641.15,930.14,20.04,3106.41,604.6,66.93,Media,En observación
USR0950,2116.96,772.05,36.47,1506.07,-161.16,71.14,Nunca,En observación
USR0951,3080.03,350.99,11.4,1321.81,1407.23,42.92,Alta,Saludable
USR0952,2731.69,301.15,11.02,1222.89,1207.65,44.77,Alta,Saludable
USR0953,6094.18,2063.35,33.86,5263.09,-1232.26,86.36,Nunca,En riesgo
USR0954,4032.88,161.5,4.0,1818.09,2053.29,45.08,Alta,Saludable
USR0955,4900.72,1126.03,22.98,3564.13,210.56,72.73,Baja,En observación
USR0956,5704.77,1749.41,30.67,4740.12,-784.76,83.09,Nunca,En riesgo
USR0957,4639.02,1152.27,24.84,3844.42,-357.67,82.87,Nunca,En riesgo
USR0958,5093.71,627.65,12.32,3272.35,1193.71,64.24,Alta,En observación
USR0959,6346.85,516.89,8.14,4272.66,1557.3,67.32,Alta,En observación
USR0960,5202.7,637.93,12.26,4691.63,-126.86,90.18,Nunca,En riesgo
USR0961,2046.64,376.47,18.39,1228.19,441.98,60.01,Alta,En observación
USR0962,4463.05,1163.78,26.08,3683.8,-384.53,82.54,Nunca,En riesgo
USR0963,4339.73,594.65,13.7,3496.82,248.27,80.58,Baja,En observación
USR0964,2630.01,1469.84,55.89,1324.67,-164.5,50.37,Nunca,En riesgo
USR0965,2781.93,390.68,14.04,1636.12,755.13,58.81,Alta,Saludable
USR0966,2644.25,1019.17,38.54,2241.7,-616.62,84.78,Nunca,En riesgo
USR0967,1540.77,590.0,38.29,1042.08,-91.3,67.63,Nunca,En observación
USR0968,3152.86,152.56,4.84,1410.16,1590.14,44.73,Alta,Saludable
USR0969,4817.16,2039.58,42.34,2967.37,-189.79,61.6,Nunca,En riesgo
USR0970,2158.77,298.67,13.84,1774.19,85.92,82.18,Baja,En riesgo
USR0971,5706.51,929.33,16.29,3098.88,1678.3,54.3,Alta,Saludable
USR0972,5768.76,879.98,15.25,3214.39,1674.39,55.72,Alta,Saludable
USR0973,6420.78,846.13,13.18,3780.67,1793.98,58.88,Alta,Saludable
USR0974,5111.45,1890.76,36.99,4167.65,-946.95,81.54,Nunca,En riesgo
USR0975,4315.35,264.3,6.12,2120.04,1931.01,49.13,Alta,Saludable
USR0976,4402.38,810.02,18.4,3306.6,285.75,75.11,Baja,En observación
USR0977,6893.65,753.92,10.94,3602.07,2537.67,52.25,Alta,Saludable
USR0978,2970.9,179.04,6.03,909.8,1882.06,30.62,Alta,Saludable
USR0979,4462.72,603.67,13.53,2116.56,1742.49,47.43,Alta,Saludable
USR0980,4573.75,931.79,20.37,2807.33,834.63,61.38,Media,En observación
USR0981,5546.34,319.93,5.77,3106.58,2119.83,56.01,Alta,Saludable
USR0982,7030.47,2875.87,40.91,4159.62,-5.02,59.17,Nunca,En riesgo
USR0983,4448.54,806.8,18.14,2767.01,874.74,62.2,Media,En observación
USR0984,6175.23,981.85,15.9,3499.49,1693.89,56.67,Alta,Saludable
USR0985,5158.38,587.47,11.39,3299.81,1271.1,63.97,Alta,En observación
USR0986,3748.25,1538.22,41.04,1955.35,254.68,52.17,Baja,En riesgo
USR0987,5247.85,25.64,0.49,2345.55,2876.67,44.7,Alta,Saludable
USR0988,6518.68,1236.62,18.97,3487.6,1794.47,53.5,Alta,Saludable
USR0989,3779.35,60.18,1.59,2090.77,1628.39,55.32,Alta,Saludable
USR0990,4126.17,81.02,1.96,2211.44,1833.71,53.6,Alta,Saludable
USR0991,4546.0,790.42,17.39,2622.07,1133.51,57.68,Alta,Saludable
USR0992,4153.09,170.62,4.11,3665.94,316.53,88.27,Baja,En observación
USR0993,3798.17,1271.32,33.47,3163.86,-637.01,83.3,Nunca,En riesgo
USR0994,3033.03,1210.71,39.92,1581.25,241.07,52.13,Baja,En observación
USR0995,2542.3,369.53,14.54,1655.18,517.59,65.11,Alta,En observación
USR0996,3282.8,682.44,20.79,2715.68,-115.32,82.72,Nunca,En riesgo
USR0997,4956.08,980.12,19.78,3595.01,380.95,72.54,Baja,En observación
USR0998,2318.55,1288.78,55.59,1190.34,-160.57,51.34,Nunca,En riesgo
USR0999,3274.72,297.84,9.1,1533.89,1442.99,46.84,Alta,Saludable
USR1000,6171.02,944.72,15.31,3642.49,1583.81,59.03,Alta,Saludable
