transaction_id,usuario_id,fecha,descripcion,monto,moneda,categoria,recurrente,medio_pago
TX003767,USR0028,2025-11-20,Compra de tecnología,118.75,USD,Compras,No,Tarjeta de débito
TX002535,USR0016,2025-10-24,Salida recreativa,128.65,USD,Ocio,Sí,Transferencia bancaria
TX000441,USR0073,2026-03-20,Compra de alimentos,57.86,USD,Alimentación,No,Tarjeta de débito
TX002016,USR0014,2026-01-03,Certificación profesional,327.59,USD,Educación,No,Tarjeta de débito
TX001394,USR0089,2025-10-25,Kinesiología,458.64,USD,Salud,No,Débito automático
TX001801,USR0031,2026-02-24,Materiales de construcción,352.95,USD,Vivienda,No,Billetera virtual
TX002814,USR0072,2025-11-26,Parque recreativo,300,USD,Ocio,No,Billetera virtual
TX000935,USR0060,2025-09-21,Carga de tarjeta de transporte,45.13,USD,Transporte,No,Transferencia bancaria
TX003669,USR0002,2025-12-04,Compra de cosmética,1000,USD,Compras,No,Pago con QR
TX000166,USR0010,2026-05-25,Almuerzo,83.26,USD,Alimentación,No,Transferencia bancaria
TX002734,USR0078,2026-03-04,Hobby,174.31,USD,Ocio,No,Tarjeta de débito
TX000426,USR0032,2026-01-17,Restaurante,200,USD,Alimentación,No,Transferencia bancaria
TX002990,USR0006,2026-03-01,Entrada de cine,41.02,USD,Ocio,No,Tarjeta de débito
TX002898,USR0052,2026-05-15,Entrada de cine,44.77,USD,Ocio,No,Billetera virtual
TX002754,USR0067,2026-04-28,Hobby,128.08,USD,Ocio,No,Efectivo
TX002934,USR0095,2026-04-02,Hobby,23.09,USD,Ocio,Sí,Pago con QR
TX001072,USR0086,2025-12-09,Farmacia,55.4,USD,Salud,Sí,Débito automático
TX004197,USR0089,2026-06-15,Comisión bancaria,420.66,USD,Otros,No,Transferencia bancaria
TX000612,USR0007,2026-05-23,Estacionamiento,180,USD,Transporte,No,Transferencia bancaria
TX001580,USR0031,2026-05-26,Mantenimiento del hogar,544.95,USD,Vivienda,No,Pago con QR
TX000307,USR0054,2025-08-07,Comida a domicilio,45.11,USD,Alimentación,No,Billetera virtual
TX001343,USR0075,2026-04-28,Odontología,32.97,USD,Salud,No,Débito automático
TX003070,USR0040,2025-11-17,Servicio de seguridad,219.56,USD,Servicios,Sí,Tarjeta de crédito
TX001115,USR0041,2025-12-14,Lentes,151.71,USD,Salud,No,Transferencia bancaria
TX001055,USR0058,2026-04-27,Odontología,101.98,USD,Salud,No,Tarjeta de débito
TX003512,USR0097,2026-03-20,Artículos personales,1000,USD,Compras,No,Transferencia bancaria
TX002435,USR0079,2025-12-20,Plataforma educativa,164.18,USD,Educación,Sí,Débito automático
TX000034,USR0004,2026-01-15,Compra en supermercado,89.06,USD,Alimentación,Sí,Débito automático
TX004257,USR0018,2026-06-16,Compra no identificada,34.98,USD,Otros,No,Efectivo
TX000825,USR0013,2026-03-23,Combustible,180,USD,Transporte,No,Efectivo
TX002720,USR0051,2025-07-30,Hobby,300,USD,Ocio,No,Transferencia bancaria
TX001562,USR0100,2025-12-19,Mantenimiento del hogar,1014.74,USD,Vivienda,No,Tarjeta de crédito
TX000767,USR0030,2026-04-29,Carga de tarjeta de transporte,8.08,USD,Transporte,No,Tarjeta de crédito
TX003363,USR0096,2025-10-12,Gas,43.41,USD,Servicios,Sí,Pago con QR
TX002675,USR0043,2026-02-21,Videojuego,90.56,USD,Ocio,No,Efectivo
TX004305,USR0061,2026-07-04,Compra no identificada,500,USD,Otros,No,Débito automático
TX001131,USR0039,2026-02-04,Odontología,219.57,USD,Salud,Sí,Efectivo
TX003176,USR0053,2025-08-13,Servicio de internet,109.32,USD,Servicios,Sí,Billetera virtual
TX003243,USR0009,2025-09-14,Electricidad,355.39,USD,Servicios,Sí,Pago con QR
TX002324,USR0046,2026-06-05,Compra de libros,329.58,USD,Educación,No,Efectivo
TX002859,USR0096,2025-11-14,Salida recreativa,48.62,USD,Ocio,No,Tarjeta de crédito
TX003894,USR0013,2026-06-02,Artículos personales,548.73,USD,Compras,No,Billetera virtual
TX001094,USR0036,2025-12-31,Kinesiología,114.95,USD,Salud,No,Tarjeta de débito
TX003732,USR0032,2026-06-28,Compra de ropa,760.95,USD,Compras,No,Transferencia bancaria
TX000552,USR0069,2026-02-17,Pasaje de tren,27.37,USD,Transporte,No,Débito automático
TX000725,USR0086,2026-02-06,Viaje por aplicación,180,USD,Transporte,No,Efectivo
TX003884,USR0088,2026-03-06,Compra de herramientas,402.74,USD,Compras,No,Débito automático
TX003029,USR0060,2025-10-23,Servicio de internet,348.3,USD,Servicios,Sí,Billetera virtual
TX003332,USR0043,2025-09-21,Agua,239.31,USD,Servicios,Sí,Tarjeta de débito
TX003680,USR0077,2025-09-18,Compra para mascotas,687.48,USD,Compras,No,Billetera virtual
TX003679,USR0070,2025-10-19,Compra de ropa,734.87,USD,Compras,No,Efectivo
TX002602,USR0096,2025-11-07,Videojuego,136.56,USD,Ocio,No,Pago con QR
TX003359,USR0085,2026-05-09,Telefonía móvil,307.72,USD,Servicios,Sí,Efectivo
TX001782,USR0091,2025-10-28,Mantenimiento del hogar,1797.11,USD,Vivienda,No,Tarjeta de crédito
TX003952,USR0019,2026-03-27,Compra de accesorios,296.74,USD,Compras,Sí,Tarjeta de débito
TX003893,USR0063,2026-06-24,Compra de accesorios,451.11,USD,Compras,No,Tarjeta de débito
TX002633,USR0034,2025-11-16,Parque recreativo,187.27,USD,Ocio,No,Tarjeta de crédito
TX004348,USR0037,2025-12-24,Gasto eventual,500,USD,Otros,No,Transferencia bancaria
TX000170,USR0071,2026-06-24,Almuerzo,49.5,USD,Alimentación,No,Transferencia bancaria
TX004437,USR0007,2026-03-18,Cargo administrativo,358.0,USD,Otros,Sí,Tarjeta de débito
TX004358,USR0065,2025-11-17,Comisión bancaria,346.98,USD,Otros,Sí,Tarjeta de crédito
TX003929,USR0023,2026-04-15,Compra de ropa,255.17,USD,Compras,No,Billetera virtual
TX004328,USR0056,2025-12-07,Compra no identificada,287.47,USD,Otros,No,Débito automático
TX001526,USR0020,2026-05-18,Alquiler,166.0,USD,Vivienda,Sí,Billetera virtual
TX000847,USR0017,2025-10-21,Estacionamiento,92.63,USD,Transporte,No,Billetera virtual
TX004294,USR0090,2025-08-20,Gasto eventual,500,USD,Otros,No,Tarjeta de crédito
TX002704,USR0085,2025-07-30,Salida recreativa,77.83,USD,Ocio,No,Transferencia bancaria
TX002147,USR0016,2025-10-01,Inscripción a curso,517.28,USD,Educación,No,Tarjeta de débito
TX003151,USR0012,2025-07-21,Servicio de mantenimiento,353.78,USD,Servicios,No,Débito automático
TX003691,USR0063,2025-11-30,Compra para mascotas,144.76,USD,Compras,No,Transferencia bancaria
TX002385,USR0086,2025-08-08,Capacitación,89.24,USD,Educación,No,Transferencia bancaria
TX000792,USR0081,2026-05-17,Estacionamiento,25.05,USD,Transporte,No,Tarjeta de crédito
TX003778,USR0100,2025-08-09,Compra de accesorios,329.07,USD,Compras,Sí,Billetera virtual
TX002962,USR0093,2026-03-15,Evento cultural,67.35,USD,Ocio,No,Billetera virtual
TX003635,USR0096,2026-02-28,Compra de calzado,275.66,USD,Compras,Sí,Efectivo
TX001328,USR0041,2026-04-01,Seguro de salud,71.67,USD,Salud,Sí,Pago con QR
TX000136,USR0020,2025-09-15,Compra de alimentos,88.6,USD,Alimentación,No,Tarjeta de débito
TX002120,USR0015,2025-10-04,Certificación profesional,725.57,USD,Educación,No,Tarjeta de crédito
TX000019,USR0058,2025-10-14,Carnicería,79.41,USD,Alimentación,No,Efectivo
TX004355,USR0084,2026-01-20,Comisión bancaria,200.86,USD,Otros,No,Tarjeta de crédito
TX000268,USR0050,2026-06-29,Cafetería,47.64,USD,Alimentación,Sí,Transferencia bancaria
TX001810,USR0015,2026-01-20,Expensas,1765.1,USD,Vivienda,Sí,Billetera virtual
TX000464,USR0041,2025-09-20,Panadería,120.23,USD,Alimentación,No,Débito automático
TX002750,USR0055,2026-03-19,Parque recreativo,139.41,USD,Ocio,Sí,Tarjeta de débito
TX004231,USR0001,2025-08-18,Comisión bancaria,500,USD,Otros,Sí,Transferencia bancaria
TX003847,USR0049,2025-11-28,Artículos personales,287.17,USD,Compras,No,Transferencia bancaria
TX003611,USR0001,2025-08-09,Compra de ropa,290.73,USD,Compras,No,Débito automático
TX003149,USR0008,2025-12-06,Electricidad,400,USD,Servicios,Sí,Tarjeta de débito
TX000826,USR0061,2026-01-11,Combustible,146.6,USD,Transporte,No,Efectivo
TX001311,USR0094,2026-03-11,Lentes,204.85,USD,Salud,No,Transferencia bancaria
TX000511,USR0025,2025-08-15,Combustible,2.9,USD,Transporte,Sí,Billetera virtual
TX000727,USR0072,2025-11-13,Viaje por aplicación,44.26,USD,Transporte,No,Tarjeta de débito
TX003667,USR0082,2025-08-22,Compra de calzado,15.5,USD,Compras,No,Pago con QR
TX002164,USR0020,2026-04-04,Cuota educativa,421.33,USD,Educación,Sí,Tarjeta de débito
TX004148,USR0036,2025-09-25,Donación,299.67,USD,Otros,No,Tarjeta de crédito
TX002106,USR0054,2026-07-14,Certificación profesional,497.18,USD,Educación,No,Billetera virtual
TX003093,USR0091,2026-07-08,Gas,178.96,USD,Servicios,Sí,Billetera virtual
TX000598,USR0069,2026-07-04,Taxi,106.68,USD,Transporte,No,Tarjeta de débito
TX002890,USR0011,2026-01-14,Hobby,146.41,USD,Ocio,No,Efectivo
TX002097,USR0096,2026-06-28,Capacitación,368.72,USD,Educación,No,Débito automático
TX004238,USR0088,2025-10-05,Compra no identificada,254.37,USD,Otros,Sí,Efectivo
TX003812,USR0023,2026-03-18,Compra de ropa,236.59,USD,Compras,No,Efectivo
TX001159,USR0007,2026-04-14,Estudio médico,39.04,USD,Salud,No,Efectivo
TX001319,USR0028,2026-04-10,Odontología,500,USD,Salud,Sí,Billetera virtual
TX002234,USR0027,2025-08-06,Curso online,949.9,USD,Educación,No,Débito automático
TX001834,USR0082,2026-03-18,Materiales de construcción,685.89,USD,Vivienda,No,Tarjeta de débito
TX004200,USR0097,2026-01-29,Compra no identificada,500,USD,Otros,No,Tarjeta de débito
TX002500,USR0028,2025-09-23,Capacitación,23.04,USD,Educación,No,Billetera virtual
TX000830,USR0033,2026-06-13,Estacionamiento,66.71,USD,Transporte,No,Transferencia bancaria
TX001472,USR0057,2025-12-31,Lentes,46.69,USD,Salud,No,Transferencia bancaria
TX002281,USR0041,2026-02-05,Papelería,623.75,USD,Educación,No,Pago con QR
TX004270,USR0057,2025-12-10,Retiro de efectivo,24.83,USD,Otros,Sí,Tarjeta de débito
TX003367,USR0040,2026-03-20,Agua,352.27,USD,Servicios,Sí,Tarjeta de crédito
TX000264,USR0082,2026-01-17,Verdulería,52.0,USD,Alimentación,No,Tarjeta de crédito
TX001050,USR0097,2025-12-18,Consulta médica,182.52,USD,Salud,Sí,Efectivo
TX003529,USR0022,2025-09-01,Compra de herramientas,206.07,USD,Compras,No,Transferencia bancaria
TX003562,USR0053,2026-04-15,Compra de ropa,108.84,USD,Compras,No,Billetera virtual
TX000579,USR0050,2025-08-06,Carga de tarjeta de transporte,70.73,USD,Transporte,No,Billetera virtual
TX000597,USR0072,2025-09-19,Combustible,39.4,USD,Transporte,No,Tarjeta de débito
TX001828,USR0056,2025-07-30,Seguro del hogar,500.23,USD,Vivienda,Sí,Débito automático
TX001531,USR0044,2026-01-04,Hipoteca,196.58,USD,Vivienda,Sí,Efectivo
TX003325,USR0049,2025-10-31,Telefonía móvil,380.05,USD,Servicios,Sí,Efectivo
TX002013,USR0054,2026-06-30,Certificación profesional,687.17,USD,Educación,No,Pago con QR
TX000332,USR0031,2026-01-11,Almuerzo,33.43,USD,Alimentación,No,Débito automático
TX000417,USR0027,2026-05-17,Comida a domicilio,200,USD,Alimentación,No,Transferencia bancaria
TX001481,USR0088,2025-08-25,Farmacia,180.32,USD,Salud,No,Pago con QR
TX001940,USR0027,2025-08-18,Mantenimiento del hogar,2000,USD,Vivienda,No,Pago con QR
TX003535,USR0029,2026-05-26,Compra de electrodoméstico,1000,USD,Compras,No,Efectivo
TX000242,USR0080,2026-07-10,Almuerzo,150.36,USD,Alimentación,No,Pago con QR
TX000416,USR0066,2025-08-10,Compra de alimentos,51.1,USD,Alimentación,Sí,Billetera virtual
TX000872,USR0062,2026-01-06,Transporte público,136.5,USD,Transporte,No,Débito automático
TX002663,USR0027,2026-01-15,Actividad recreativa,300,USD,Ocio,No,Débito automático
TX003354,USR0085,2025-10-11,Telefonía móvil,13.92,USD,Servicios,Sí,Débito automático
TX000782,USR0012,2025-12-17,Combustible,180,USD,Transporte,No,Transferencia bancaria
TX003621,USR0005,2026-04-06,Artículos personales,450.63,USD,Compras,Sí,Billetera virtual
TX003588,USR0037,2026-04-25,Compra para mascotas,955.19,USD,Compras,No,Transferencia bancaria
TX000243,USR0087,2025-08-21,Panadería,200,USD,Alimentación,No,Tarjeta de débito
TX004024,USR0018,2025-10-24,Gasto eventual,440.01,USD,Otros,No,Transferencia bancaria
TX001210,USR0068,2026-02-15,Kinesiología,220.7,USD,Salud,No,Transferencia bancaria
TX002970,USR0020,2025-12-12,Entrada de cine,54.16,USD,Ocio,No,Débito automático
TX004312,USR0069,2025-07-14,Otro gasto,331.55,USD,Otros,No,Débito automático
TX002597,USR0080,2026-04-04,Parque recreativo,70.48,USD,Ocio,No,Pago con QR
TX000458,USR0021,2026-05-05,Cena,187.93,USD,Alimentación,No,Tarjeta de débito
TX002192,USR0076,2026-05-20,Certificación profesional,45.27,USD,Educación,No,Tarjeta de crédito
TX001951,USR0010,2026-04-11,Seguro del hogar,293.37,USD,Vivienda,Sí,Pago con QR
TX001058,USR0001,2025-07-23,Consulta médica,168.68,USD,Salud,No,Efectivo
TX004276,USR0055,2025-12-12,Transferencia personal,18.31,USD,Otros,No,Débito automático
TX003527,USR0060,2025-09-14,Artículos personales,205.16,USD,Compras,No,Transferencia bancaria
TX000919,USR0026,2025-11-18,Combustible,180,USD,Transporte,No,Billetera virtual
TX002455,USR0001,2025-10-25,Material de estudio,1000,USD,Educación,No,Transferencia bancaria
TX004050,USR0048,2026-04-21,Donación,453.16,USD,Otros,No,Tarjeta de débito
TX001963,USR0042,2025-12-17,Materiales de construcción,1410.09,USD,Vivienda,No,Pago con QR
TX003062,USR0031,2026-01-15,Servicio de mantenimiento,164.77,USD,Servicios,No,Pago con QR
TX002073,USR0021,2026-06-28,Capacitación,946.19,USD,Educación,No,Débito automático
TX001132,USR0077,2026-02-20,Lentes,146.66,USD,Salud,No,Transferencia bancaria
TX004058,USR0097,2025-11-11,Ajuste de cuenta,419.21,USD,Otros,No,Tarjeta de crédito
TX003795,USR0088,2026-02-10,Artículos personales,445.82,USD,Compras,No,Pago con QR
TX001451,USR0091,2025-11-29,Odontología,408.05,USD,Salud,No,Débito automático
TX000440,USR0027,2026-03-18,Comida a domicilio,195.99,USD,Alimentación,No,Efectivo
TX004250,USR0007,2025-10-05,Retiro de efectivo,500,USD,Otros,No,Efectivo
TX002206,USR0096,2025-09-14,Capacitación,324.45,USD,Educación,No,Billetera virtual
TX004217,USR0091,2026-06-21,Ajuste de cuenta,128.21,USD,Otros,No,Pago con QR
TX000558,USR0010,2026-06-05,Mantenimiento del vehículo,113.92,USD,Transporte,No,Efectivo
TX003541,USR0015,2026-01-07,Compra de herramientas,565.28,USD,Compras,No,Débito automático
TX003127,USR0045,2025-10-04,Telefonía fija,332.93,USD,Servicios,Sí,Transferencia bancaria
TX000173,USR0087,2026-03-26,Almuerzo,194.63,USD,Alimentación,No,Efectivo
TX002117,USR0031,2025-07-22,Compra de libros,596.24,USD,Educación,No,Tarjeta de crédito
TX003177,USR0077,2026-02-20,Telefonía móvil,257.1,USD,Servicios,Sí,Tarjeta de crédito
TX000957,USR0075,2026-04-17,Pasaje de tren,127.57,USD,Transporte,No,Transferencia bancaria
TX002181,USR0030,2026-01-06,Cuota educativa,248.0,USD,Educación,Sí,Efectivo
TX000996,USR0026,2025-11-18,Combustible,78.07,USD,Transporte,No,Tarjeta de crédito
TX001339,USR0064,2026-05-05,Estudio médico,210.15,USD,Salud,No,Billetera virtual
TX002874,USR0067,2026-06-24,Salida recreativa,37.33,USD,Ocio,No,Débito automático
TX003165,USR0094,2026-03-07,Agua,294.69,USD,Servicios,Sí,Tarjeta de crédito
TX003323,USR0050,2025-09-19,Servicio de televisión,400,USD,Servicios,Sí,Tarjeta de débito
TX003382,USR0002,2026-05-01,Agua,391.15,USD,Servicios,Sí,Débito automático
TX002673,USR0057,2025-10-30,Suscripción de música,168.89,USD,Ocio,No,Débito automático
TX000042,USR0060,2026-03-24,Cafetería,82.92,USD,Alimentación,No,Tarjeta de crédito
TX000718,USR0068,2026-07-09,Viaje por aplicación,78.49,USD,Transporte,No,Billetera virtual
TX004423,USR0035,2025-11-14,Transferencia personal,275.99,USD,Otros,No,Débito automático
TX002119,USR0029,2026-01-01,Material de estudio,346.82,USD,Educación,Sí,Tarjeta de crédito
TX002213,USR0024,2025-10-07,Material de estudio,464.39,USD,Educación,No,Tarjeta de crédito
TX000794,USR0032,2026-04-09,Taxi,85.85,USD,Transporte,No,Débito automático
TX000392,USR0020,2026-07-08,Panadería,72.78,USD,Alimentación,No,Pago con QR
TX003761,USR0088,2026-02-12,Compra para mascotas,290.57,USD,Compras,Sí,Tarjeta de débito
TX003442,USR0037,2026-06-03,Agua,393.16,USD,Servicios,Sí,Tarjeta de crédito
TX001142,USR0051,2025-09-26,Consulta médica,500,USD,Salud,No,Tarjeta de crédito
TX000752,USR0016,2025-12-16,Pasaje de autobús,82.16,USD,Transporte,No,Tarjeta de crédito
TX003585,USR0027,2026-04-23,Compra de herramientas,823.82,USD,Compras,No,Transferencia bancaria
TX003175,USR0025,2026-06-19,Telefonía móvil,168.49,USD,Servicios,Sí,Transferencia bancaria
TX001597,USR0091,2026-02-21,Alquiler,938.47,USD,Vivienda,Sí,Débito automático
TX003570,USR0079,2025-12-31,Compra de ropa,497.4,USD,Compras,No,Billetera virtual
TX002405,USR0089,2025-10-06,Clases particulares,419.45,USD,Educación,No,Pago con QR
TX004390,USR0070,2025-11-07,Otro gasto,125.93,USD,Otros,No,Pago con QR
TX001639,USR0043,2026-04-14,Hipoteca,694.96,USD,Vivienda,Sí,Tarjeta de crédito
TX002419,USR0058,2026-03-12,Papelería,358.87,USD,Educación,Sí,Transferencia bancaria
TX004357,USR0031,2026-04-07,Gasto eventual,217.1,USD,Otros,Sí,Efectivo
TX003772,USR0065,2025-10-17,Compra de ropa,1000,USD,Compras,Sí,Billetera virtual
TX000498,USR0041,2025-12-05,Panadería,57.82,USD,Alimentación,No,Transferencia bancaria
TX004403,USR0019,2025-08-24,Cargo administrativo,33.48,USD,Otros,No,Transferencia bancaria
TX003730,USR0021,2025-08-30,Compra de tecnología,269.37,USD,Compras,Sí,Pago con QR
TX000046,USR0086,2025-09-19,Compra en supermercado,200,USD,Alimentación,No,Tarjeta de débito
TX002857,USR0026,2026-01-02,Hobby,300,USD,Ocio,No,Billetera virtual
TX003444,USR0046,2026-05-04,Gas,40.97,USD,Servicios,Sí,Billetera virtual
TX004264,USR0008,2025-10-05,Compra no identificada,500,USD,Otros,No,Transferencia bancaria
TX000176,USR0039,2025-10-23,Carnicería,53.25,USD,Alimentación,No,Pago con QR
TX000044,USR0006,2025-08-05,Comida a domicilio,12.62,USD,Alimentación,No,Pago con QR
TX002729,USR0021,2025-08-18,Videojuego,16.22,USD,Ocio,No,Billetera virtual
TX002088,USR0047,2026-05-20,Clases particulares,111.93,USD,Educación,Sí,Tarjeta de débito
TX000428,USR0030,2026-04-24,Cafetería,95.32,USD,Alimentación,No,Billetera virtual
TX003094,USR0062,2026-05-11,Servicio de seguridad,207.4,USD,Servicios,No,Billetera virtual
TX001026,USR0011,2026-06-27,Kinesiología,173.61,USD,Salud,No,Efectivo
TX000492,USR0064,2025-11-25,Verdulería,64.27,USD,Alimentación,No,Débito automático
TX000250,USR0066,2026-06-27,Verdulería,53.43,USD,Alimentación,No,Efectivo
TX002692,USR0068,2025-10-08,Videojuego,32.87,USD,Ocio,No,Débito automático
TX000571,USR0037,2026-07-12,Mantenimiento del vehículo,80.58,USD,Transporte,Sí,Billetera virtual
TX003965,USR0020,2026-03-26,Compra de accesorios,266.69,USD,Compras,No,Débito automático
TX003663,USR0021,2026-04-16,Compra de accesorios,850.19,USD,Compras,No,Transferencia bancaria
TX002685,USR0047,2026-03-04,Actividad recreativa,90.4,USD,Ocio,No,Efectivo
TX001918,USR0092,2026-01-06,Reparación de electrodoméstico,1513.65,USD,Vivienda,No,Tarjeta de crédito
TX004047,USR0022,2026-03-04,Otro gasto,197.49,USD,Otros,No,Billetera virtual
TX001202,USR0017,2026-03-17,Seguro de salud,52.87,USD,Salud,Sí,Billetera virtual
TX001711,USR0069,2025-08-31,Reparación del hogar,1652.34,USD,Vivienda,No,Tarjeta de crédito
TX002972,USR0099,2025-08-17,Evento cultural,73.25,USD,Ocio,No,Débito automático
TX003948,USR0049,2026-05-17,Compra por internet,897.07,USD,Compras,No,Transferencia bancaria
TX001588,USR0042,2026-01-01,Reparación de electrodoméstico,1294.66,USD,Vivienda,No,Billetera virtual
TX003266,USR0005,2026-07-11,Telefonía móvil,114.09,USD,Servicios,Sí,Pago con QR
TX003970,USR0016,2026-05-08,Compra de ropa,242.18,USD,Compras,No,Efectivo
TX002509,USR0001,2025-08-17,Evento cultural,57.39,USD,Ocio,No,Efectivo
TX003631,USR0063,2026-06-28,Compra para mascotas,531.96,USD,Compras,No,Pago con QR
TX002708,USR0026,2025-08-28,Parque recreativo,283.25,USD,Ocio,No,Billetera virtual
TX004334,USR0041,2026-01-17,Compra no identificada,276.46,USD,Otros,No,Transferencia bancaria
TX002584,USR0057,2025-10-09,Entrada de cine,121.89,USD,Ocio,No,Débito automático
TX004172,USR0085,2026-04-24,Donación,381.51,USD,Otros,Sí,Tarjeta de crédito
TX004009,USR0087,2026-05-12,Comisión bancaria,358.58,USD,Otros,Sí,Efectivo
TX002819,USR0073,2026-03-15,Entrada de cine,191.55,USD,Ocio,No,Débito automático
TX004000,USR0047,2026-02-04,Compra de accesorios,181.12,USD,Compras,No,Tarjeta de débito
TX004255,USR0017,2026-01-22,Cargo administrativo,371.55,USD,Otros,No,Tarjeta de crédito
TX002077,USR0048,2025-10-28,Inscripción a curso,1000,USD,Educación,No,Efectivo
TX000995,USR0095,2026-02-16,Taxi,180,USD,Transporte,No,Tarjeta de débito
TX000741,USR0029,2025-11-19,Combustible,46.52,USD,Transporte,Sí,Transferencia bancaria
TX002921,USR0053,2026-05-19,Servicio de streaming,85.89,USD,Ocio,Sí,Tarjeta de débito
TX000335,USR0085,2026-07-13,Panadería,84.58,USD,Alimentación,No,Billetera virtual
TX002418,USR0077,2025-07-31,Plataforma educativa,739.67,USD,Educación,Sí,Efectivo
TX001682,USR0057,2026-04-20,Compra de muebles,2000,USD,Vivienda,No,Débito automático
TX003349,USR0099,2026-05-22,Electricidad,184.82,USD,Servicios,Sí,Transferencia bancaria
TX003316,USR0047,2025-11-24,Servicio de seguridad,28.6,USD,Servicios,No,Débito automático
TX000237,USR0041,2026-03-28,Verdulería,124.07,USD,Alimentación,No,Débito automático
TX000690,USR0026,2026-05-12,Peaje,52.19,USD,Transporte,No,Transferencia bancaria
TX000755,USR0004,2026-02-21,Estacionamiento,180,USD,Transporte,No,Tarjeta de crédito
TX003221,USR0077,2026-05-18,Gas,383.53,USD,Servicios,Sí,Billetera virtual
TX000894,USR0091,2025-11-14,Combustible,29.31,USD,Transporte,No,Billetera virtual
TX004053,USR0006,2026-07-08,Donación,26.1,USD,Otros,No,Débito automático
TX002658,USR0087,2026-05-16,Concierto,189.72,USD,Ocio,No,Transferencia bancaria
TX003935,USR0081,2026-05-15,Compra de calzado,1000,USD,Compras,No,Tarjeta de crédito
TX000635,USR0053,2026-06-02,Taxi,73.0,USD,Transporte,No,Billetera virtual
TX002981,USR0039,2026-03-01,Suscripción de música,12.16,USD,Ocio,No,Pago con QR
TX004279,USR0093,2025-12-17,Compra no identificada,214.84,USD,Otros,No,Transferencia bancaria
TX001890,USR0079,2025-11-02,Alquiler,526.31,USD,Vivienda,Sí,Billetera virtual
TX003724,USR0069,2026-05-28,Compra de electrodoméstico,524.41,USD,Compras,No,Débito automático
TX000139,USR0065,2025-08-26,Almuerzo,200,USD,Alimentación,No,Tarjeta de débito
TX002397,USR0088,2026-02-13,Compra de libros,209.79,USD,Educación,Sí,Efectivo
TX000058,USR0069,2025-07-24,Comida a domicilio,163.48,USD,Alimentación,No,Transferencia bancaria
TX003008,USR0023,2025-09-26,Telefonía fija,69.43,USD,Servicios,Sí,Débito automático
TX003755,USR0001,2026-01-13,Artículos personales,1000,USD,Compras,No,Transferencia bancaria
TX000726,USR0095,2025-10-09,Carga de tarjeta de transporte,24.18,USD,Transporte,No,Transferencia bancaria
TX004431,USR0027,2026-05-31,Donación,500,USD,Otros,No,Pago con QR
TX001953,USR0060,2025-08-17,Alquiler,1473.49,USD,Vivienda,Sí,Tarjeta de crédito
TX000600,USR0024,2026-01-23,Transporte público,144.86,USD,Transporte,No,Débito automático
TX002039,USR0077,2025-07-31,Plataforma educativa,1000,USD,Educación,Sí,Tarjeta de crédito
TX000683,USR0001,2026-05-13,Combustible,83.9,USD,Transporte,No,Tarjeta de crédito
TX001804,USR0015,2026-01-09,Reparación de electrodoméstico,2000,USD,Vivienda,No,Pago con QR
TX004306,USR0085,2026-06-11,Donación,216.3,USD,Otros,No,Tarjeta de crédito
TX002486,USR0071,2026-03-19,Curso online,104.19,USD,Educación,No,Tarjeta de débito
TX001338,USR0036,2026-07-04,Medicamentos,215.78,USD,Salud,No,Efectivo
TX000947,USR0063,2026-04-02,Combustible,108.21,USD,Transporte,Sí,Tarjeta de crédito
TX004396,USR0065,2026-01-12,Ajuste de cuenta,97.0,USD,Otros,No,Débito automático
TX001308,USR0052,2025-08-03,Consulta médica,322.24,USD,Salud,Sí,Débito automático
TX000249,USR0097,2025-07-29,Cafetería,200,USD,Alimentación,No,Billetera virtual
TX002484,USR0053,2025-10-02,Material de estudio,286.14,USD,Educación,No,Transferencia bancaria
TX002945,USR0011,2026-04-16,Entrada de cine,30.25,USD,Ocio,No,Pago con QR
TX000705,USR0029,2025-09-30,Estacionamiento,180,USD,Transporte,No,Tarjeta de crédito
TX000226,USR0064,2025-08-22,Restaurante,81.07,USD,Alimentación,Sí,Débito automático
TX003490,USR0065,2025-10-20,Servicio de seguridad,283.03,USD,Servicios,No,Efectivo
TX002506,USR0024,2026-01-08,Salida recreativa,131.07,USD,Ocio,No,Débito automático
TX002978,USR0072,2025-09-09,Suscripción de música,300,USD,Ocio,No,Efectivo
TX003477,USR0032,2026-07-08,Pago de impuestos,282.76,USD,Servicios,No,Transferencia bancaria
TX004163,USR0074,2026-04-19,Otro gasto,500,USD,Otros,No,Débito automático
TX001927,USR0038,2025-12-03,Compra de muebles,2000,USD,Vivienda,No,Billetera virtual
TX001502,USR0047,2026-05-09,Seguro del hogar,1093.09,USD,Vivienda,Sí,Tarjeta de débito
TX004387,USR0003,2026-01-14,Pago extraordinario,9.79,USD,Otros,Sí,Transferencia bancaria
TX000292,USR0031,2026-03-05,Almuerzo,110.18,USD,Alimentación,No,Efectivo
TX000323,USR0019,2025-08-05,Compra de alimentos,82.81,USD,Alimentación,No,Efectivo
TX003426,USR0036,2026-01-09,Electricidad,160.1,USD,Servicios,Sí,Débito automático
TX002730,USR0048,2025-08-20,Videojuego,282.59,USD,Ocio,No,Billetera virtual
TX000274,USR0086,2025-11-11,Cena,12.74,USD,Alimentación,No,Transferencia bancaria
TX000874,USR0074,2026-04-19,Taxi,37.16,USD,Transporte,No,Débito automático
