transaction_id,usuario_id,fecha,descripcion,monto,moneda,categoria,recurrente,medio_pago,descripcion_limpia,anio,mes,trimestre,dia_semana,es_fin_de_semana,monto_log,longitud_descripcion,cantidad_palabras,recurrente_binario,es_gasto_grande
TX000498,USR0041,2025-12-05,Panadería,57.82,USD,Alimentación,No,Transferencia bancaria,panaderia,2025,12,4,4,0,4.074481933125849,9,1,0,0
TX004403,USR0019,2025-08-24,Cargo administrativo,33.48,USD,Otros,No,Transferencia bancaria,cargo administrativo,2025,8,3,6,1,3.5403794457954922,20,2,0,0
TX003730,USR0021,2025-08-30,Compra de tecnología,269.37,USD,Compras,Sí,Pago con QR,compra de tecnologia,2025,8,3,5,1,5.599791391268202,20,3,1,0
TX000046,USR0086,2025-09-19,Compra en supermercado,200.0,USD,Alimentación,No,Tarjeta de débito,compra en supermercado,2025,9,3,4,0,5.303304908059076,22,3,0,0
TX002857,USR0026,2026-01-02,Hobby,300.0,USD,Ocio,No,Billetera virtual,hobby,2026,1,1,4,0,5.707110264748875,5,1,0,0
TX003444,USR0046,2026-05-04,Gas,40.97,USD,Servicios,Sí,Billetera virtual,gas,2026,5,2,0,0,3.7369550773454994,3,1,1,0
TX004264,USR0008,2025-10-05,Compra no identificada,500.0,USD,Otros,No,Transferencia bancaria,compra no identificada,2025,10,4,6,1,6.2166061010848646,22,3,0,0
TX000176,USR0039,2025-10-23,Carnicería,53.25,USD,Alimentación,No,Pago con QR,carniceria,2025,10,4,3,0,3.993602992420569,10,1,0,0
TX000044,USR0006,2025-08-05,Comida a domicilio,12.62,USD,Alimentación,No,Pago con QR,comida a domicilio,2025,8,3,1,0,2.611539300721366,18,3,0,0
TX002729,USR0021,2025-08-18,Videojuego,16.22,USD,Ocio,No,Billetera virtual,videojuego,2025,8,3,0,0,2.8460714989995846,10,1,0,0
TX002088,USR0047,2026-05-20,Clases particulares,111.93,USD,Educación,Sí,Tarjeta de débito,clases particulares,2026,5,2,2,0,4.726768157735579,19,2,1,0
TX000428,USR0030,2026-04-24,Cafetería,95.32,USD,Alimentación,No,Billetera virtual,cafeteria,2026,4,2,4,0,4.567675981560511,9,1,0,0
TX003094,USR0062,2026-05-11,Servicio de seguridad,207.4,USD,Servicios,No,Billetera virtual,servicio de seguridad,2026,5,2,0,0,5.339459309879212,21,3,0,0
TX001026,USR0011,2026-06-27,Kinesiología,173.61,USD,Salud,No,Efectivo,kinesiologia,2026,6,2,5,1,5.162554915534036,12,1,0,0
TX000492,USR0064,2025-11-25,Verdulería,64.27,USD,Alimentación,No,Débito automático,verduleria,2025,11,4,1,0,4.178532512647126,10,1,0,0
TX000250,USR0066,2026-06-27,Verdulería,53.43,USD,Alimentación,No,Efectivo,verduleria,2026,6,2,5,1,3.9969154724461085,10,1,0,0
TX002692,USR0068,2025-10-08,Videojuego,32.87,USD,Ocio,No,Débito automático,videojuego,2025,10,4,2,0,3.5225296668296804,10,1,0,0
TX000571,USR0037,2026-07-12,Mantenimiento del vehículo,80.58,USD,Transporte,Sí,Billetera virtual,mantenimiento del vehiculo,2026,7,3,6,1,4.401584133889412,26,3,1,0
TX003965,USR0020,2026-03-26,Compra de accesorios,266.69,USD,Compras,No,Débito automático,compra de accesorios,2026,3,1,3,0,5.58982959458017,20,3,0,0
TX003663,USR0021,2026-04-16,Compra de accesorios,850.19,USD,Compras,No,Transferencia bancaria,compra de accesorios,2026,4,2,3,0,6.74663537039807,20,3,0,1
TX002685,USR0047,2026-03-04,Actividad recreativa,90.4,USD,Ocio,No,Efectivo,actividad recreativa,2026,3,1,2,0,4.515245478460105,20,2,0,0
TX001918,USR0092,2026-01-06,Reparación de electrodoméstico,1513.65,USD,Vivienda,No,Tarjeta de crédito,reparacion de electrodomestico,2026,1,1,1,0,7.322939668151212,30,3,0,1
TX004047,USR0022,2026-03-04,Otro gasto,197.49,USD,Otros,No,Billetera virtual,otro gasto,2026,3,1,2,0,5.2907387210244865,10,2,0,0
TX001202,USR0017,2026-03-17,Seguro de salud,52.87,USD,Salud,Sí,Billetera virtual,seguro de salud,2026,3,1,1,0,3.9865737366924425,15,3,1,0
TX001711,USR0069,2025-08-31,Reparación del hogar,1652.34,USD,Vivienda,No,Tarjeta de crédito,reparacion del hogar,2025,8,3,6,1,7.410552763300799,20,3,0,1
TX002972,USR0099,2025-08-17,Evento cultural,73.25,USD,Ocio,No,Débito automático,evento cultural,2025,8,3,6,1,4.307437777682809,15,2,0,0
TX003948,USR0049,2026-05-17,Compra por internet,897.07,USD,Compras,No,Transferencia bancaria,compra por internet,2026,5,2,6,1,6.800248016266405,19,3,0,1
TX001588,USR0042,2026-01-01,Reparación de electrodoméstico,1294.66,USD,Vivienda,No,Billetera virtual,reparacion de electrodomestico,2026,1,1,3,0,7.1667754968145605,30,3,0,1
TX003266,USR0005,2026-07-11,Telefonía móvil,114.09,USD,Servicios,Sí,Pago con QR,telefonia movil,2026,7,3,5,1,4.745714430980399,15,2,1,0
TX003970,USR0016,2026-05-08,Compra de ropa,242.18,USD,Compras,No,Efectivo,compra de ropa,2026,5,2,4,0,5.493801909868272,14,3,0,0
TX002509,USR0001,2025-08-17,Evento cultural,57.39,USD,Ocio,No,Efectivo,evento cultural,2025,8,3,6,1,4.067144642295446,15,2,0,0
TX003631,USR0063,2026-06-28,Compra para mascotas,531.96,USD,Compras,No,Pago con QR,compra para mascotas,2026,6,2,6,1,6.27844637444537,20,3,0,1
TX002708,USR0026,2025-08-28,Parque recreativo,283.25,USD,Ocio,No,Billetera virtual,parque recreativo,2025,8,3,3,0,5.6498541326306455,17,2,0,0
TX004334,USR0041,2026-01-17,Compra no identificada,276.46,USD,Otros,No,Transferencia bancaria,compra no identificada,2026,1,1,5,1,5.625676778652579,22,3,0,1
TX002584,USR0057,2025-10-09,Entrada de cine,121.89,USD,Ocio,No,Débito automático,entrada de cine,2025,10,4,3,0,4.811289646296506,15,3,0,0
TX004172,USR0085,2026-04-24,Donación,381.51,USD,Otros,Sí,Tarjeta de crédito,donacion,2026,4,2,4,0,5.946754796715697,8,1,1,1
TX004009,USR0087,2026-05-12,Comisión bancaria,358.58,USD,Otros,Sí,Efectivo,comision bancaria,2026,5,2,1,0,5.8849366836981485,17,2,1,0
TX002819,USR0073,2026-03-15,Entrada de cine,191.55,USD,Ocio,No,Débito automático,entrada de cine,2026,3,1,6,1,5.260355860260918,15,3,0,0
TX004000,USR0047,2026-02-04,Compra de accesorios,181.12,USD,Compras,No,Tarjeta de débito,compra de accesorios,2026,2,1,2,0,5.204665810466581,20,3,0,0
TX004255,USR0017,2026-01-22,Cargo administrativo,371.55,USD,Otros,No,Tarjeta de crédito,cargo administrativo,2026,1,1,3,0,5.920371256999736,20,2,0,0
TX002077,USR0048,2025-10-28,Inscripción a curso,1000.0,USD,Educación,No,Efectivo,inscripcion a curso,2025,10,4,1,0,6.90875477931522,19,3,0,1
TX000995,USR0095,2026-02-16,Taxi,180.0,USD,Transporte,No,Tarjeta de débito,taxi,2026,2,1,0,0,5.198497031265826,4,1,0,0
TX000741,USR0029,2025-11-19,Combustible,46.52,USD,Transporte,Sí,Transferencia bancaria,combustible,2025,11,4,2,0,3.8611506750543896,11,1,1,0
TX002921,USR0053,2026-05-19,Servicio de streaming,85.89,USD,Ocio,Sí,Tarjeta de débito,servicio de streaming,2026,5,2,1,0,4.464642950851115,21,3,1,0
TX000335,USR0085,2026-07-13,Panadería,84.58,USD,Alimentación,No,Billetera virtual,panaderia,2026,7,3,0,0,4.449451610988671,9,1,0,0
TX002418,USR0077,2025-07-31,Plataforma educativa,739.67,USD,Educación,Sí,Efectivo,plataforma educativa,2025,7,3,3,0,6.607555181971383,20,2,1,1
TX001682,USR0057,2026-04-20,Compra de muebles,2000.0,USD,Vivienda,No,Débito automático,compra de muebles,2026,4,2,0,0,7.601402334583733,17,3,0,1
TX003349,USR0099,2026-05-22,Electricidad,184.82,USD,Servicios,Sí,Transferencia bancaria,electricidad,2026,5,2,4,0,5.224778463213166,12,1,1,0
TX003316,USR0047,2025-11-24,Servicio de seguridad,28.6,USD,Servicios,No,Débito automático,servicio de seguridad,2025,11,4,0,0,3.3877743613300146,21,3,0,0
TX000237,USR0041,2026-03-28,Verdulería,124.07,USD,Alimentación,No,Débito automático,verduleria,2026,3,1,5,1,4.828873580560815,10,1,0,0
TX000690,USR0026,2026-05-12,Peaje,52.19,USD,Transporte,No,Transferencia bancaria,peaje,2026,5,2,1,0,3.9738704087542263,5,1,0,0
TX000755,USR0004,2026-02-21,Estacionamiento,180.0,USD,Transporte,No,Tarjeta de crédito,estacionamiento,2026,2,1,5,1,5.198497031265826,15,1,0,0
TX003221,USR0077,2026-05-18,Gas,383.53,USD,Servicios,Sí,Billetera virtual,gas,2026,5,2,0,0,5.952021809309053,3,1,1,0
TX000894,USR0091,2025-11-14,Combustible,29.31,USD,Transporte,No,Billetera virtual,combustible,2025,11,4,4,0,3.4114776910697118,11,1,0,0
TX004053,USR0006,2026-07-08,Donación,26.1,USD,Otros,No,Débito automático,donacion,2026,7,3,2,0,3.299533727885655,8,1,0,0
TX002658,USR0087,2026-05-16,Concierto,189.72,USD,Ocio,No,Transferencia bancaria,concierto,2026,5,2,5,1,5.250806383876985,9,1,0,0
TX003935,USR0081,2026-05-15,Compra de calzado,1000.0,USD,Compras,No,Tarjeta de crédito,compra de calzado,2026,5,2,4,0,6.90875477931522,17,3,0,1
TX000635,USR0053,2026-06-02,Taxi,73.0,USD,Transporte,No,Billetera virtual,taxi,2026,6,2,1,0,4.304065093204169,4,1,0,0
TX002981,USR0039,2026-03-01,Suscripción de música,12.16,USD,Ocio,No,Pago con QR,suscripcion de musica,2026,3,1,6,1,2.5771819258971713,21,3,0,0
TX004279,USR0093,2025-12-17,Compra no identificada,214.84,USD,Otros,No,Transferencia bancaria,compra no identificada,2025,12,4,2,0,5.3745373924594455,22,3,0,0
TX001890,USR0079,2025-11-02,Alquiler,526.31,USD,Vivienda,Sí,Billetera virtual,alquiler,2025,11,4,6,1,6.267788610892916,8,1,1,1
TX003724,USR0069,2026-05-28,Compra de electrodoméstico,524.41,USD,Compras,No,Débito automático,compra de electrodomestico,2026,5,2,3,0,6.264178910187937,26,3,0,1
TX000139,USR0065,2025-08-26,Almuerzo,200.0,USD,Alimentación,No,Tarjeta de débito,almuerzo,2025,8,3,1,0,5.303304908059076,8,1,0,0
TX002397,USR0088,2026-02-13,Compra de libros,209.79,USD,Educación,Sí,Efectivo,compra de libros,2026,2,1,4,0,5.350862377211803,16,3,1,0
TX000058,USR0069,2025-07-24,Comida a domicilio,163.48,USD,Alimentación,No,Transferencia bancaria,comida a domicilio,2025,7,3,3,0,5.1027889822668,18,3,0,0
TX003008,USR0023,2025-09-26,Telefonía fija,69.43,USD,Servicios,Sí,Débito automático,telefonia fija,2025,9,3,4,0,4.254619308757319,14,2,1,0
TX003755,USR0001,2026-01-13,Artículos personales,1000.0,USD,Compras,No,Transferencia bancaria,articulos personales,2026,1,1,1,0,6.90875477931522,20,2,0,1
TX000726,USR0095,2025-10-09,Carga de tarjeta de transporte,24.18,USD,Transporte,No,Transferencia bancaria,carga de tarjeta de transporte,2025,10,4,3,0,3.2260500286162013,30,5,0,0
TX004431,USR0027,2026-05-31,Donación,500.0,USD,Otros,No,Pago con QR,donacion,2026,5,2,6,1,6.2166061010848646,8,1,0,0
TX001953,USR0060,2025-08-17,Alquiler,1473.49,USD,Vivienda,Sí,Tarjeta de crédito,alquiler,2025,8,3,6,1,7.296067446272347,8,1,1,1
TX000600,USR0024,2026-01-23,Transporte público,144.86,USD,Transporte,No,Débito automático,transporte publico,2026,1,1,4,0,4.982647257556087,18,2,0,0
TX002039,USR0077,2025-07-31,Plataforma educativa,1000.0,USD,Educación,Sí,Tarjeta de crédito,plataforma educativa,2025,7,3,3,0,6.90875477931522,20,2,1,1
TX000683,USR0001,2026-05-13,Combustible,83.9,USD,Transporte,No,Tarjeta de crédito,combustible,2026,5,2,2,0,4.441474093317302,11,1,0,0
TX001804,USR0015,2026-01-09,Reparación de electrodoméstico,2000.0,USD,Vivienda,No,Pago con QR,reparacion de electrodomestico,2026,1,1,4,0,7.601402334583733,30,3,0,1
TX004306,USR0085,2026-06-11,Donación,216.3,USD,Otros,No,Tarjeta de crédito,donacion,2026,6,2,3,0,5.3812788872623845,8,1,0,0
TX002486,USR0071,2026-03-19,Curso online,104.19,USD,Educación,No,Tarjeta de débito,curso online,2026,3,1,3,0,4.6557682387511825,12,2,0,0
TX001338,USR0036,2026-07-04,Medicamentos,215.78,USD,Salud,No,Efectivo,medicamentos,2026,7,3,5,1,5.378883014387604,12,1,0,0
TX000947,USR0063,2026-04-02,Combustible,108.21,USD,Transporte,Sí,Tarjeta de crédito,combustible,2026,4,2,3,0,4.693272634209637,11,1,1,0
TX004396,USR0065,2026-01-12,Ajuste de cuenta,97.0,USD,Otros,No,Débito automático,ajuste de cuenta,2026,1,1,0,0,4.584967478670572,16,3,0,0
TX001308,USR0052,2025-08-03,Consulta médica,322.24,USD,Salud,Sí,Débito automático,consulta medica,2025,8,3,6,1,5.778395081365247,15,2,1,1
TX000249,USR0097,2025-07-29,Cafetería,200.0,USD,Alimentación,No,Billetera virtual,cafeteria,2025,7,3,1,0,5.303304908059076,9,1,0,0
TX002484,USR0053,2025-10-02,Material de estudio,286.14,USD,Educación,No,Transferencia bancaria,material de estudio,2025,10,4,3,0,5.659969901699548,19,3,0,0
TX002945,USR0011,2026-04-16,Entrada de cine,30.25,USD,Ocio,No,Pago con QR,entrada de cine,2026,4,2,3,0,3.4420193761824107,15,3,0,0
TX000705,USR0029,2025-09-30,Estacionamiento,180.0,USD,Transporte,No,Tarjeta de crédito,estacionamiento,2025,9,3,1,0,5.198497031265826,15,1,0,0
TX000226,USR0064,2025-08-22,Restaurante,81.07,USD,Alimentación,Sí,Débito automático,restaurante,2025,8,3,4,0,4.4075725416416205,11,1,1,0
TX003490,USR0065,2025-10-20,Servicio de seguridad,283.03,USD,Servicios,No,Efectivo,servicio de seguridad,2025,10,4,0,0,5.649079866385166,21,3,0,0
TX002506,USR0024,2026-01-08,Salida recreativa,131.07,USD,Ocio,No,Débito automático,salida recreativa,2026,1,1,3,0,4.883332085055713,17,2,0,0
TX002978,USR0072,2025-09-09,Suscripción de música,300.0,USD,Ocio,No,Efectivo,suscripcion de musica,2025,9,3,1,0,5.707110264748875,21,3,0,0
TX003477,USR0032,2026-07-08,Pago de impuestos,282.76,USD,Servicios,No,Transferencia bancaria,pago de impuestos,2026,7,3,2,0,5.648128810465367,17,3,0,0
TX004163,USR0074,2026-04-19,Otro gasto,500.0,USD,Otros,No,Débito automático,otro gasto,2026,4,2,6,1,6.2166061010848646,10,2,0,1
TX001927,USR0038,2025-12-03,Compra de muebles,2000.0,USD,Vivienda,No,Billetera virtual,compra de muebles,2025,12,4,2,0,7.601402334583733,17,3,0,1
TX001502,USR0047,2026-05-09,Seguro del hogar,1093.09,USD,Vivienda,Sí,Tarjeta de débito,seguro del hogar,2026,5,2,5,1,6.9976782465086105,16,3,1,1
TX004387,USR0003,2026-01-14,Pago extraordinario,9.79,USD,Otros,Sí,Transferencia bancaria,pago extraordinario,2026,1,1,2,0,2.378619779270043,19,2,1,0
TX000292,USR0031,2026-03-05,Almuerzo,110.18,USD,Alimentación,No,Efectivo,almuerzo,2026,3,1,3,0,4.711150509525323,8,1,0,0
TX000323,USR0019,2025-08-05,Compra de alimentos,82.81,USD,Alimentación,No,Efectivo,compra de alimentos,2025,8,3,1,0,4.428552332110815,19,3,0,0
TX003426,USR0036,2026-01-09,Electricidad,160.1,USD,Servicios,Sí,Débito automático,electricidad,2026,1,1,4,0,5.082025290182929,12,1,1,0
TX002730,USR0048,2025-08-20,Videojuego,282.59,USD,Ocio,No,Billetera virtual,videojuego,2025,8,3,2,0,5.647529533105403,10,1,0,0
TX000274,USR0086,2025-11-11,Cena,12.74,USD,Alimentación,No,Transferencia bancaria,cena,2025,11,4,1,0,2.620311286794203,4,1,0,0
TX000874,USR0074,2026-04-19,Taxi,37.16,USD,Transporte,No,Débito automático,taxi,2026,4,2,6,1,3.641787846580086,4,1,0,0
TX003078,USR0045,2025-07-16,Servicio de internet,284.07,USD,Servicios,Sí,Pago con QR,servicio de internet,2025,7,3,2,0,5.652734764145549,20,3,1,0
TX003000,USR0017,2026-04-28,Videojuego,34.47,USD,Ocio,No,Tarjeta de crédito,videojuego,2026,4,2,1,0,3.5686872687855304,10,1,0,0
TX004473,USR0029,2025-11-18,Ajuste de cuenta,500.0,USD,Otros,No,Tarjeta de débito,ajuste de cuenta,2025,11,4,1,0,6.2166061010848646,16,3,0,0
TX002108,USR0061,2026-05-16,Clases particulares,246.87,USD,Educación,Sí,Billetera virtual,clases particulares,2026,5,2,5,1,5.5129044151791256,19,2,1,0
TX004178,USR0077,2025-07-28,Gasto eventual,500.0,USD,Otros,No,Débito automático,gasto eventual,2025,7,3,0,0,6.2166061010848646,14,2,0,0
TX003521,USR0082,2025-10-21,Compra de ropa,353.02,USD,Compras,No,Tarjeta de débito,compra de ropa,2025,10,4,1,0,5.86935340871301,14,3,0,0
TX001036,USR0011,2026-06-27,Consulta médica,95.83,USD,Salud,No,Billetera virtual,consulta medica,2026,6,2,5,1,4.57295686362344,15,2,0,0
TX001329,USR0021,2026-07-14,Odontología,309.94,USD,Salud,No,Tarjeta de débito,odontologia,2026,7,3,1,0,5.7395999675215945,11,1,0,0
TX001114,USR0032,2025-09-15,Seguro de salud,74.03,USD,Salud,Sí,Efectivo,seguro de salud,2025,9,3,0,0,4.3178880335576375,15,3,1,0
TX004342,USR0029,2025-08-16,Gasto eventual,16.59,USD,Otros,No,Transferencia bancaria,gasto eventual,2025,8,3,5,1,2.8673305587494666,14,2,0,0
TX000353,USR0078,2026-05-03,Carnicería,145.54,USD,Alimentación,No,Tarjeta de débito,carniceria,2026,5,2,6,1,4.987298428731818,10,1,0,0
TX002735,USR0005,2025-11-05,Entrada de cine,37.62,USD,Ocio,No,Pago con QR,entrada de cine,2025,11,4,2,0,3.653770277000368,15,3,0,0
TX000376,USR0058,2026-01-17,Almuerzo,48.37,USD,Alimentación,No,Tarjeta de débito,almuerzo,2026,1,1,5,1,3.8993429522707714,8,1,0,0
TX001108,USR0024,2025-12-24,Seguro de salud,24.41,USD,Salud,Sí,Billetera virtual,seguro de salud,2025,12,4,2,0,3.2351427973320726,15,3,1,0
TX000201,USR0049,2025-10-08,Panadería,21.14,USD,Alimentación,No,Transferencia bancaria,panaderia,2025,10,4,2,0,3.0973859272804907,9,1,0,0
TX000128,USR0098,2025-10-27,Compra en supermercado,147.4,USD,Alimentación,No,Efectivo,compra en supermercado,2025,10,4,0,0,4.99991133073328,22,3,0,0
TX000817,USR0011,2025-12-31,Pasaje de tren,93.8,USD,Transporte,No,Débito automático,pasaje de tren,2025,12,4,2,0,4.551769409260976,14,3,0,0
TX001437,USR0049,2026-02-17,Estudio médico,27.42,USD,Salud,No,Pago con QR,estudio medico,2026,2,1,1,0,3.3470931226689546,14,2,0,0
TX003699,USR0072,2025-07-14,Compra de tecnología,528.52,USD,Compras,No,Pago con QR,compra de tecnologia,2025,7,3,0,0,6.271970935810668,20,3,0,0
TX001595,USR0053,2025-08-24,Servicio de limpieza,431.11,USD,Vivienda,Sí,Tarjeta de débito,servicio de limpieza,2025,8,3,6,1,6.068680185461118,20,3,1,1
TX002029,USR0013,2026-05-27,Cuota educativa,1000.0,USD,Educación,Sí,Pago con QR,cuota educativa,2026,5,2,2,0,6.90875477931522,15,2,1,1
TX000220,USR0093,2026-07-10,Panadería,96.6,USD,Alimentación,No,Transferencia bancaria,panaderia,2026,7,3,4,0,4.580877493419047,9,1,0,0
TX001741,USR0025,2026-01-23,Materiales de construcción,1969.27,USD,Vivienda,No,Tarjeta de crédito,materiales de construccion,2026,1,1,4,0,7.585925868178305,26,3,0,1
TX004138,USR0093,2025-11-25,Comisión bancaria,272.46,USD,Otros,No,Tarjeta de crédito,comision bancaria,2025,11,4,1,0,5.611155358880936,17,2,0,0
TX001182,USR0047,2026-06-07,Estudio médico,232.9,USD,Salud,Sí,Transferencia bancaria,estudio medico,2026,6,2,6,1,5.454893673590133,14,2,1,0
TX000114,USR0034,2026-02-23,Cena,55.43,USD,Alimentación,Sí,Débito automático,cena,2026,2,1,0,0,4.033000931981048,4,1,1,0
TX001670,USR0074,2025-12-05,Expensas,1829.83,USD,Vivienda,Sí,Tarjeta de crédito,expensas,2025,12,4,4,0,7.512524694924456,8,1,1,1
TX003361,USR0050,2026-04-10,Servicio de televisión,400.0,USD,Servicios,Sí,Billetera virtual,servicio de television,2026,4,2,4,0,5.993961427306569,22,3,1,0
TX000865,USR0024,2025-08-12,Pasaje de autobús,88.92,USD,Transporte,No,Efectivo,pasaje de autobus,2025,8,3,1,0,4.498920386145381,17,3,0,0
TX002024,USR0015,2025-12-05,Material de estudio,140.0,USD,Educación,No,Débito automático,material de estudio,2025,12,4,4,0,4.948759890378168,19,3,0,0
TX001913,USR0100,2026-06-11,Materiales de construcción,397.17,USD,Vivienda,No,Billetera virtual,materiales de construccion,2026,6,2,3,0,5.986879049766354,26,3,0,0
TX003045,USR0052,2025-09-23,Agua,37.74,USD,Servicios,Sí,Tarjeta de débito,agua,2025,9,3,1,0,3.65687265797885,4,1,1,0
TX001762,USR0088,2026-02-05,Seguro del hogar,870.38,USD,Vivienda,Sí,Pago con QR,seguro del hogar,2026,2,1,3,0,6.770078161847768,16,3,1,1
TX003550,USR0010,2025-12-09,Compra de accesorios,100.29,USD,Compras,No,Efectivo,compra de accesorios,2025,12,4,1,0,4.6179876896987055,20,3,0,0
TX003494,USR0087,2026-07-01,Telefonía móvil,229.98,USD,Servicios,Sí,Efectivo,telefonia movil,2026,7,3,2,0,5.442331126686941,15,2,1,0
TX003379,USR0026,2026-06-17,Servicio de mantenimiento,400.0,USD,Servicios,No,Transferencia bancaria,servicio de mantenimiento,2026,6,2,2,0,5.993961427306569,25,3,0,1
TX000678,USR0034,2026-05-23,Taxi,15.28,USD,Transporte,No,Tarjeta de débito,taxi,2026,5,2,5,1,2.789937360574394,4,1,0,0
TX000603,USR0028,2026-01-08,Estacionamiento,148.81,USD,Transporte,No,Débito automático,estacionamiento,2026,1,1,3,0,5.00936782452929,15,1,0,0
TX000903,USR0043,2025-12-10,Carga de tarjeta de transporte,9.61,USD,Transporte,No,Billetera virtual,carga de tarjeta de transporte,2025,12,4,2,0,2.361796952625892,30,5,0,0
TX002338,USR0081,2026-03-31,Certificación profesional,1000.0,USD,Educación,No,Tarjeta de débito,certificacion profesional,2026,3,1,1,0,6.90875477931522,25,2,0,1
TX002423,USR0041,2025-08-29,Clases particulares,401.58,USD,Educación,No,Efectivo,clases particulares,2025,8,3,4,0,5.997893834872886,19,2,0,1
TX004310,USR0068,2026-01-09,Ajuste de cuenta,118.72,USD,Otros,No,Tarjeta de débito,ajuste de cuenta,2026,1,1,4,0,4.785155682984498,16,3,0,0
TX002448,USR0016,2025-07-22,Certificación profesional,1000.0,USD,Educación,Sí,Tarjeta de crédito,certificacion profesional,2025,7,3,1,0,6.90875477931522,25,2,1,1
TX004354,USR0072,2025-08-01,Pago extraordinario,500.0,USD,Otros,No,Billetera virtual,pago extraordinario,2025,8,3,4,0,6.2166061010848646,19,2,0,0
TX000141,USR0096,2026-04-17,Restaurante,5.0,USD,Alimentación,No,Débito automático,restaurante,2026,4,2,4,0,1.791759469228055,11,1,0,0
TX004311,USR0054,2025-08-18,Transferencia personal,253.33,USD,Otros,No,Tarjeta de débito,transferencia personal,2025,8,3,0,0,5.538632636370566,22,2,0,0
TX001600,USR0075,2025-07-31,Materiales de construcción,1862.13,USD,Vivienda,No,Pago con QR,materiales de construccion,2025,7,3,3,0,7.5300131480919354,26,3,0,1
TX001790,USR0082,2026-07-02,Compra de muebles,213.05,USD,Vivienda,No,Débito automático,compra de muebles,2026,7,3,3,0,5.366209632590955,17,3,0,0
TX002613,USR0033,2025-10-23,Concierto,42.11,USD,Ocio,No,Efectivo,concierto,2025,10,4,3,0,3.763754988759043,9,1,0,0
TX002218,USR0051,2026-01-25,Certificación profesional,1000.0,USD,Educación,No,Transferencia bancaria,certificacion profesional,2026,1,1,6,1,6.90875477931522,25,2,0,1
TX003406,USR0073,2026-01-30,Servicio de mantenimiento,173.24,USD,Servicios,No,Pago con QR,servicio de mantenimiento,2026,1,1,4,0,5.16043365918465,25,3,0,0
TX001809,USR0062,2026-05-09,Reparación de electrodoméstico,138.25,USD,Vivienda,No,Tarjeta de crédito,reparacion de electrodomestico,2026,5,2,5,1,4.9362708788073935,30,3,0,0
TX003503,USR0064,2026-01-06,Compra para mascotas,317.03,USD,Compras,No,Débito automático,compra para mascotas,2026,1,1,1,0,5.762145717953116,20,3,0,0
TX003880,USR0092,2026-07-06,Compra de tecnología,321.06,USD,Compras,No,Tarjeta de crédito,compra de tecnologia,2026,7,3,0,0,5.77473786358985,20,3,0,0
TX003973,USR0016,2026-01-08,Compra por internet,695.12,USD,Compras,No,Débito automático,compra por internet,2026,1,1,3,0,6.5455220592659735,19,3,0,1
TX000113,USR0082,2025-08-11,Verdulería,146.05,USD,Alimentación,No,Tarjeta de débito,verduleria,2025,8,3,0,0,4.990772665000004,10,1,0,0
TX000402,USR0077,2026-05-07,Cena,7.49,USD,Alimentación,No,Efectivo,cena,2026,5,2,3,0,2.138889000323256,4,1,0,0
TX002357,USR0090,2025-12-19,Certificación profesional,618.34,USD,Educación,No,Transferencia bancaria,certificacion profesional,2025,12,4,4,0,6.428654394910388,25,2,0,1
TX000864,USR0089,2026-07-03,Pasaje de tren,47.55,USD,Transporte,Sí,Tarjeta de débito,pasaje de tren,2026,7,3,4,0,3.882594194737334,14,3,1,0
TX003993,USR0013,2026-05-05,Compra de herramientas,1000.0,USD,Compras,No,Débito automático,compra de herramientas,2026,5,2,1,0,6.90875477931522,22,3,0,1
TX003596,USR0047,2025-07-20,Compra de ropa,323.03,USD,Compras,No,Tarjeta de crédito,compra de ropa,2025,7,3,6,1,5.780836104098492,14,3,0,1
TX004097,USR0085,2025-10-21,Retiro de efectivo,291.35,USD,Otros,No,Efectivo,retiro de efectivo,2025,10,4,1,0,5.677951714621679,18,3,0,0
TX003072,USR0091,2025-08-20,Telefonía móvil,31.42,USD,Servicios,Sí,Efectivo,telefonia movil,2025,8,3,2,0,3.4787755163075302,15,2,1,0
TX001693,USR0067,2026-01-28,Expensas,288.56,USD,Vivienda,Sí,Transferencia bancaria,expensas,2026,1,1,2,0,5.6683625294249405,8,1,1,1
TX000701,USR0052,2026-03-05,Combustible,38.24,USD,Transporte,No,Débito automático,combustible,2026,3,1,3,0,3.6696966346971625,11,1,0,0
TX002491,USR0078,2026-05-10,Cuota educativa,191.16,USD,Educación,Sí,Efectivo,cuota educativa,2026,5,2,6,1,5.258328358331673,15,2,1,0
TX002943,USR0065,2026-03-10,Hobby,242.34,USD,Ocio,No,Billetera virtual,hobby,2026,3,1,1,0,5.494459642359303,5,1,0,0
TX002048,USR0007,2025-12-30,Inscripción a curso,928.39,USD,Educación,No,Tarjeta de crédito,inscripcion a curso,2025,12,4,1,0,6.834528456963124,19,3,0,1
TX001301,USR0024,2026-06-05,Medicamentos,164.85,USD,Salud,No,Tarjeta de crédito,medicamentos,2026,6,2,4,0,5.111083765393062,12,1,0,0
TX000433,USR0086,2026-01-14,Verdulería,200.0,USD,Alimentación,Sí,Billetera virtual,verduleria,2026,1,1,2,0,5.303304908059076,10,1,1,0
TX002000,USR0073,2026-04-16,Materiales de construcción,1007.74,USD,Vivienda,No,Débito automático,materiales de construccion,2026,4,2,3,0,6.916457306276038,26,3,0,1
