transaction_id,usuario_id,fecha,descripcion,monto,moneda,tipo,categoria,recurrente,medio_pago
TX023616,USR0140,2025-09-28,Compra de muebles,1468.34,USD,GASTO,Vivienda,No,Tarjeta de crédito
TX065753,USR0345,2025-11-21,Reembolso de servicio,327.8,USD,INGRESO,Reintegro,No,Billetera digital
TX018606,USR0257,2026-06-28,Consulta médica,14.9,USD,GASTO,Salud,Sí,Débito automático
TX010415,USR0455,2025-07-22,Mantenimiento del vehículo,27.6,USD,GASTO,Transporte,No,Pago con QR
TX015791,USR0950,2025-12-29,Kinesiología,135.89,USD,GASTO,Salud,No,Billetera digital
TX013411,USR0778,2025-08-13,Estudio médico,500,USD,GASTO,Salud,No,Efectivo
TX007454,USR0690,2026-06-21,Mantenimiento del vehículo,180,USD,GASTO,Transporte,No,Débito automático
TX048463,USR0878,2025-10-27,Compra de herramientas,1000,USD,GASTO,Compras,No,Tarjeta de crédito
TX057189,USR0093,2025-08-16,Otro gasto,58.93,USD,GASTO,Otros,No,Transferencia bancaria
TX016863,USR0516,2026-01-14,Lentes,185.57,USD,GASTO,Salud,No,Billetera digital
TX014405,USR0442,2026-02-01,Terapia,500,USD,GASTO,Salud,No,Pago con QR
TX001767,USR0618,2026-04-12,Carnicería,58.88,USD,GASTO,Alimentación,Sí,Tarjeta de crédito
TX052335,USR0676,2025-11-10,Compra de ropa,568.03,USD,GASTO,Compras,No,Débito automático
TX058856,USR0276,2026-07-08,Otro gasto,86.92,USD,GASTO,Otros,Sí,Efectivo
TX046306,USR0834,2025-12-04,Servicio de seguridad,287.27,USD,GASTO,Servicios,No,Tarjeta de débito
TX013473,USR0463,2026-03-14,Seguro de salud,168.33,USD,GASTO,Salud,Sí,Efectivo
TX049105,USR0055,2026-03-27,Compra por internet,695.18,USD,GASTO,Compras,No,Tarjeta de crédito
TX034637,USR0260,2026-02-22,Concierto,127.31,USD,GASTO,Ocio,No,Transferencia bancaria
TX049534,USR0388,2025-10-06,Compra de tecnología,523.83,USD,GASTO,Compras,No,Billetera digital
TX045413,USR0216,2026-05-11,Servicio de televisión,400,USD,GASTO,Servicios,Sí,Transferencia bancaria
TX018422,USR0198,2026-03-21,Kinesiología,500,USD,GASTO,Salud,Sí,Débito automático
TX072251,USR0729,2025-12-02,Remuneración mensual,3616.86,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX049008,USR0113,2025-10-13,Compra de ropa,362.14,USD,GASTO,Compras,Sí,Pago con QR
TX032222,USR0430,2025-09-02,Compra de libros,115.57,USD,GASTO,Educación,No,Transferencia bancaria
TX024461,USR0866,2026-02-21,Reparación del hogar,395.94,USD,GASTO,Vivienda,Sí,Transferencia bancaria
TX039639,USR0341,2025-11-05,Salida recreativa,28.62,USD,GASTO,Ocio,No,Débito automático
TX045391,USR0815,2025-10-10,Servicio de mantenimiento,110.8,USD,GASTO,Servicios,No,Pago con QR
TX024475,USR0093,2026-03-12,Expensas,138.71,USD,GASTO,Vivienda,Sí,Transferencia bancaria
TX068202,USR0490,2026-01-02,Reembolso de servicio,45.69,USD,INGRESO,Reintegro,No,Acreditación automática
TX013584,USR0827,2026-07-09,Consulta médica,25.8,USD,GASTO,Salud,No,Efectivo
TX025284,USR0739,2025-12-07,Expensas,1074.21,USD,GASTO,Vivienda,Sí,Efectivo
TX033343,USR0642,2025-09-12,Parque recreativo,245.51,USD,GASTO,Ocio,No,Efectivo
TX063156,USR0189,2026-03-08,Pago de salario,5344.83,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX045549,USR0816,2026-07-17,Telefonía móvil,279.25,USD,GASTO,Servicios,Sí,Pago con QR
TX041443,USR0290,2025-12-26,Telefonía móvil,31.49,USD,GASTO,Servicios,Sí,Efectivo
TX052071,USR0221,2025-12-21,Compra para mascotas,1000,USD,GASTO,Compras,No,Tarjeta de crédito
TX012056,USR0610,2026-02-01,Estacionamiento,56.69,USD,GASTO,Transporte,No,Transferencia bancaria
TX009978,USR0673,2025-11-15,Estacionamiento,170.47,USD,GASTO,Transporte,No,Tarjeta de crédito
TX071806,USR0704,2025-10-04,Remuneración mensual,1505.22,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX015092,USR0457,2025-10-06,Medicamentos,500,USD,GASTO,Salud,No,Tarjeta de débito
TX008162,USR0662,2026-04-29,Estacionamiento,72.18,USD,GASTO,Transporte,No,Billetera digital
TX016921,USR0489,2026-05-19,Consulta médica,331.46,USD,GASTO,Salud,Sí,Billetera digital
TX027604,USR0340,2026-03-04,Curso online,235.98,USD,GASTO,Educación,No,Efectivo
TX033128,USR0188,2025-09-03,Inscripción a curso,765.92,USD,GASTO,Educación,No,Efectivo
TX071861,USR0707,2026-02-03,Acreditación de salario,1553.47,USD,INGRESO,Salario,Sí,Billetera digital
TX054477,USR0203,2026-06-06,Ajuste de cuenta,166.49,USD,GASTO,Otros,No,Tarjeta de crédito
TX001626,USR0162,2026-01-21,Carnicería,53.54,USD,GASTO,Alimentación,No,Efectivo
TX002141,USR0562,2026-05-11,Cafetería,63.95,USD,GASTO,Alimentación,No,Pago con QR
TX013325,USR0308,2025-08-13,Taxi,37.48,USD,GASTO,Transporte,No,Débito automático
TX039441,USR0543,2026-03-21,Hobby,54.07,USD,GASTO,Ocio,No,Pago con QR
TX023972,USR0640,2026-05-23,Materiales de construcción,752.88,USD,GASTO,Vivienda,No,Tarjeta de crédito
TX039017,USR0799,2025-08-18,Entrada de cine,66.55,USD,GASTO,Ocio,No,Billetera digital
TX043882,USR0798,2025-11-10,Agua,178.65,USD,GASTO,Servicios,Sí,Billetera digital
TX027083,USR0912,2025-12-25,Curso online,247.08,USD,GASTO,Educación,No,Débito automático
TX015880,USR0450,2025-08-07,Análisis clínicos,180.69,USD,GASTO,Salud,No,Tarjeta de débito
TX006687,USR0808,2025-12-17,Transporte público,180,USD,GASTO,Transporte,No,Efectivo
TX017876,USR0143,2026-01-29,Odontología,98.3,USD,GASTO,Salud,No,Tarjeta de crédito
TX037847,USR0714,2025-11-27,Hobby,34.82,USD,GASTO,Ocio,No,Billetera digital
TX051498,USR0637,2025-12-20,Compra de herramientas,344.05,USD,GASTO,Compras,No,Tarjeta de crédito
TX055707,USR0707,2026-04-13,Comisión bancaria,128.89,USD,GASTO,Otros,No,Débito automático
TX058738,USR0163,2025-10-20,Compra no identificada,327.56,USD,GASTO,Otros,No,Tarjeta de crédito
TX035449,USR0243,2025-11-18,Parque recreativo,65.66,USD,GASTO,Ocio,Sí,Tarjeta de débito
TX075443,USR0918,2026-02-01,Sueldo mensual,2972.99,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX034033,USR0654,2025-12-21,Entrada de cine,300,USD,GASTO,Ocio,No,Débito automático
TX067856,USR0469,2026-03-16,Envío de dinero recibido,1251.58,USD,INGRESO,Transferencia recibida,No,Transferencia bancaria
TX005269,USR0547,2026-02-08,Verdulería,69.37,USD,GASTO,Alimentación,No,Tarjeta de crédito
TX071685,USR0698,2026-04-07,Pago de nómina,4052.57,USD,INGRESO,Salario,Sí,Billetera digital
TX006715,USR0723,2026-01-20,Viaje por aplicación,160.76,USD,GASTO,Transporte,No,Tarjeta de débito
TX037682,USR0677,2025-12-30,Videojuego,104.23,USD,GASTO,Ocio,No,Tarjeta de crédito
TX036808,USR0231,2025-09-04,Entrada de cine,53.93,USD,GASTO,Ocio,Sí,Tarjeta de crédito
TX014075,USR0929,2026-05-28,Kinesiología,252.07,USD,GASTO,Salud,No,Efectivo
TX037145,USR0597,2025-11-12,Videojuego,300,USD,GASTO,Ocio,No,Débito automático
TX005137,USR0017,2026-06-01,Cena,200,USD,GASTO,Alimentación,No,Efectivo
TX053362,USR0609,2025-12-10,Gasto eventual,62.41,USD,GASTO,Otros,No,Efectivo
TX068634,USR0516,2025-09-09,Cobro de sueldo,4215.64,USD,INGRESO,Salario,Sí,Billetera digital
TX015775,USR0858,2025-12-25,Terapia,228.17,USD,GASTO,Salud,No,Pago con QR
TX028242,USR0475,2025-10-04,Cuota educativa,722.5,USD,GASTO,Educación,Sí,Efectivo
TX071481,USR0686,2026-01-26,Acreditación por transferencia,308.95,USD,INGRESO,Transferencia recibida,No,Efectivo
TX014859,USR0820,2025-11-26,Estudio médico,218.01,USD,GASTO,Salud,No,Efectivo
TX067908,USR0473,2026-04-04,Remuneración mensual,2476.23,USD,INGRESO,Salario,Sí,Acreditación automática
TX036324,USR0625,2026-06-07,Evento cultural,300,USD,GASTO,Ocio,No,Pago con QR
TX021538,USR0071,2025-10-07,Reparación de electrodoméstico,917.57,USD,GASTO,Vivienda,No,Tarjeta de crédito
TX042259,USR0164,2025-08-31,Telefonía móvil,267.1,USD,GASTO,Servicios,Sí,Tarjeta de débito
TX057924,USR0904,2026-03-12,Gasto eventual,452.2,USD,GASTO,Otros,No,Billetera digital
TX019933,USR0246,2025-10-30,Medicamentos,142.23,USD,GASTO,Salud,No,Tarjeta de débito
TX040203,USR0117,2025-10-13,Electricidad,258.9,USD,GASTO,Servicios,Sí,Efectivo
TX048925,USR0214,2025-08-13,Compra de calzado,1000,USD,GASTO,Compras,No,Pago con QR
TX063384,USR0202,2025-09-05,Pago de nómina,6405.18,USD,INGRESO,Salario,Sí,Billetera digital
TX014870,USR0658,2025-11-17,Kinesiología,40.85,USD,GASTO,Salud,No,Tarjeta de crédito
TX028623,USR0530,2026-04-16,Material de estudio,495.66,USD,GASTO,Educación,Sí,Billetera digital
TX058518,USR0843,2025-09-30,Transferencia enviada,76.82,USD,GASTO,Otros,No,Tarjeta de crédito
TX042496,USR0620,2025-09-15,Agua,152.55,USD,GASTO,Servicios,Sí,Tarjeta de débito
TX019969,USR0470,2025-08-03,Odontología,242.4,USD,GASTO,Salud,No,Transferencia bancaria
TX056231,USR0872,2026-04-06,Gasto eventual,146.51,USD,GASTO,Otros,No,Billetera digital
TX007555,USR0630,2026-01-22,Pasaje de autobús,6.18,USD,GASTO,Transporte,Sí,Tarjeta de débito
TX075496,USR0921,2025-07-18,Pago recibido por venta,2372.48,USD,INGRESO,Venta,No,Billetera digital
TX070875,USR0649,2025-12-01,Remuneración mensual,5328.84,USD,INGRESO,Salario,Sí,Acreditación automática
TX016309,USR0786,2026-05-11,Odontología,500,USD,GASTO,Salud,No,Pago con QR
TX043319,USR0031,2026-07-03,Pago de impuestos,62.39,USD,GASTO,Servicios,No,Débito automático
TX072287,USR0731,2025-10-08,Sueldo mensual,1653.64,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX066689,USR0401,2025-10-05,Venta de servicio,1235.27,USD,INGRESO,Venta,No,Efectivo
TX028752,USR0114,2026-04-14,Inscripción a curso,507.61,USD,GASTO,Educación,No,Tarjeta de débito
TX024945,USR0369,2026-02-20,Expensas,1021.91,USD,GASTO,Vivienda,Sí,Billetera digital
TX012462,USR0169,2025-07-26,Peaje,34.32,USD,GASTO,Transporte,No,Débito automático
TX059991,USR0793,2025-09-12,Pago extraordinario,210.11,USD,GASTO,Otros,No,Billetera digital
TX054514,USR0590,2026-05-17,Retiro de efectivo,500,USD,GASTO,Otros,No,Débito automático
TX007429,USR0731,2026-05-07,Peaje,5.1,USD,GASTO,Transporte,No,Débito automático
TX028333,USR0520,2025-12-01,Capacitación,1000,USD,GASTO,Educación,No,Tarjeta de débito
TX059550,USR0977,2026-03-12,Transferencia enviada,208.92,USD,GASTO,Otros,No,Pago con QR
TX076540,USR0983,2026-04-07,Transferencia entrante,1458.14,USD,INGRESO,Transferencia recibida,No,Efectivo
TX054224,USR0349,2026-01-04,Gasto eventual,415.72,USD,GASTO,Otros,No,Billetera digital
TX050468,USR0918,2026-04-22,Compra de herramientas,800.24,USD,GASTO,Compras,No,Pago con QR
TX037144,USR0138,2026-03-08,Videojuego,126.07,USD,GASTO,Ocio,Sí,Pago con QR
TX009119,USR0337,2026-01-04,Combustible,180,USD,GASTO,Transporte,Sí,Tarjeta de débito
TX050413,USR0364,2025-12-23,Compra de accesorios,138.91,USD,GASTO,Compras,No,Tarjeta de débito
TX024311,USR0210,2025-09-23,Mantenimiento del hogar,1020.48,USD,GASTO,Vivienda,No,Transferencia bancaria
TX001791,USR0763,2026-07-17,Compra de alimentos,68.87,USD,GASTO,Alimentación,No,Débito automático
TX036637,USR0212,2025-12-30,Entrada de cine,300,USD,GASTO,Ocio,No,Tarjeta de crédito
TX030593,USR0991,2026-04-25,Certificación profesional,632.39,USD,GASTO,Educación,No,Tarjeta de crédito
TX026258,USR0890,2026-01-09,Mantenimiento del hogar,1039.37,USD,GASTO,Vivienda,No,Efectivo
TX031892,USR0068,2026-05-31,Clases particulares,316.9,USD,GASTO,Educación,No,Tarjeta de débito
TX073582,USR0807,2026-05-01,Transferencia de tercero,1275.86,USD,INGRESO,Transferencia recibida,No,Depósito en cuenta
TX032854,USR0489,2025-10-18,Inscripción a curso,1000,USD,GASTO,Educación,No,Pago con QR
TX065715,USR0343,2026-03-04,Remuneración mensual,5285.75,USD,INGRESO,Salario,Sí,Billetera digital
TX058266,USR0770,2026-04-05,Transferencia enviada,352.22,USD,GASTO,Otros,No,Transferencia bancaria
TX064023,USR0241,2025-11-02,Depósito de haberes,5465.53,USD,INGRESO,Salario,Sí,Acreditación automática
TX027915,USR0029,2025-08-20,Curso online,886.9,USD,GASTO,Educación,No,Tarjeta de débito
TX072104,USR0721,2025-10-04,Cobro de sueldo,3989.23,USD,INGRESO,Salario,Sí,Efectivo
TX054615,USR0261,2025-10-27,Gasto eventual,110.31,USD,GASTO,Otros,No,Tarjeta de débito
TX058164,USR0725,2025-09-23,Comisión bancaria,492.5,USD,GASTO,Otros,Sí,Transferencia bancaria
TX031619,USR0469,2025-12-25,Material de estudio,929.75,USD,GASTO,Educación,No,Débito automático
TX041589,USR0471,2025-12-03,Servicio de televisión,208.59,USD,GASTO,Servicios,Sí,Efectivo
TX007744,USR0333,2026-07-02,Estacionamiento,10.59,USD,GASTO,Transporte,No,Tarjeta de crédito
TX055232,USR0059,2026-01-16,Gasto eventual,55.38,USD,GASTO,Otros,No,Efectivo
TX058822,USR0519,2025-09-20,Donación,500,USD,GASTO,Otros,No,Billetera digital
TX057096,USR0521,2025-09-13,Otro gasto,291.64,USD,GASTO,Otros,No,Billetera digital
TX069306,USR0555,2025-08-03,Pago del empleador,2315.31,USD,INGRESO,Salario,Sí,Efectivo
TX040859,USR0110,2025-07-20,Electricidad,78.25,USD,GASTO,Servicios,Sí,Efectivo
TX011356,USR0320,2026-02-28,Peaje,164.5,USD,GASTO,Transporte,No,Tarjeta de crédito
TX040953,USR0785,2025-08-28,Agua,327.19,USD,GASTO,Servicios,Sí,Tarjeta de débito
TX054392,USR0664,2026-05-10,Otro gasto,121.9,USD,GASTO,Otros,No,Pago con QR
TX015181,USR0648,2025-07-19,Kinesiología,403.99,USD,GASTO,Salud,No,Efectivo
TX035182,USR0574,2025-09-26,Parque recreativo,216.05,USD,GASTO,Ocio,No,Tarjeta de crédito
TX062951,USR0176,2025-09-10,Pago de nómina,4131.75,USD,INGRESO,Salario,Sí,Efectivo
TX007922,USR0685,2026-03-31,Pasaje de autobús,45.53,USD,GASTO,Transporte,No,Tarjeta de crédito
TX072461,USR0741,2026-02-09,Depósito de haberes,6675.32,USD,INGRESO,Salario,Sí,Efectivo
TX005104,USR0136,2026-05-16,Compra de alimentos,154.16,USD,GASTO,Alimentación,No,Billetera digital
TX010123,USR0609,2026-07-13,Combustible,55.64,USD,GASTO,Transporte,No,Tarjeta de débito
TX053950,USR0342,2026-01-03,Donación,171.77,USD,GASTO,Otros,No,Tarjeta de crédito
TX074858,USR0881,2026-06-02,Sueldo mensual,5359.22,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX021814,USR0343,2026-03-25,Mantenimiento del hogar,1649.15,USD,GASTO,Vivienda,No,Pago con QR
TX009217,USR0556,2026-05-18,Combustible,53.51,USD,GASTO,Transporte,No,Tarjeta de crédito
TX009084,USR0647,2025-09-11,Pasaje de autobús,140.0,USD,GASTO,Transporte,No,Efectivo
TX005496,USR0671,2025-11-26,Almuerzo,72.18,USD,GASTO,Alimentación,No,Tarjeta de débito
TX040428,USR0270,2026-05-23,Telefonía fija,163.87,USD,GASTO,Servicios,Sí,Débito automático
TX053145,USR0478,2026-01-07,Compra de calzado,181.16,USD,GASTO,Compras,No,Débito automático
TX017221,USR0405,2025-11-28,Análisis clínicos,500,USD,GASTO,Salud,No,Transferencia bancaria
TX063148,USR0188,2026-01-25,Cobro por venta,2067.35,USD,INGRESO,Venta,No,Depósito en cuenta
TX026712,USR0402,2026-04-15,Clases particulares,602.03,USD,GASTO,Educación,No,Tarjeta de débito
TX011270,USR0492,2025-08-15,Carga de tarjeta de transporte,12.59,USD,GASTO,Transporte,Sí,Pago con QR
TX033500,USR0175,2025-07-18,Actividad recreativa,86.49,USD,GASTO,Ocio,No,Pago con QR
TX032861,USR0458,2026-03-27,Cuota educativa,566.4,USD,GASTO,Educación,Sí,Tarjeta de débito
TX044521,USR0065,2026-06-09,Servicio de seguridad,365.13,USD,GASTO,Servicios,No,Tarjeta de débito
TX038551,USR0993,2026-05-05,Servicio de streaming,195.02,USD,GASTO,Ocio,Sí,Tarjeta de débito
TX074916,USR0884,2026-06-02,Fondos recibidos,1008.87,USD,INGRESO,Transferencia recibida,No,Billetera digital
TX040577,USR0393,2025-08-28,Gas,306.1,USD,GASTO,Servicios,Sí,Transferencia bancaria
TX066667,USR0400,2025-08-06,Remuneración mensual,4254.96,USD,INGRESO,Salario,Sí,Efectivo
TX074765,USR0875,2026-02-07,Cobro de sueldo,2116.06,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX027574,USR0653,2026-01-20,Curso online,470.72,USD,GASTO,Educación,Sí,Tarjeta de crédito
TX038945,USR0453,2025-07-26,Parque recreativo,54.52,USD,GASTO,Ocio,No,Transferencia bancaria
TX037624,USR0516,2026-06-01,Suscripción de música,28.46,USD,GASTO,Ocio,No,Débito automático
TX057822,USR0631,2026-07-17,Cargo administrativo,231.64,USD,GASTO,Otros,No,Transferencia bancaria
TX005805,USR0946,2026-07-13,Verdulería,19.47,USD,GASTO,Alimentación,No,Pago con QR
TX026396,USR0608,2026-05-29,Materiales de construcción,1515.28,USD,GASTO,Vivienda,Sí,Billetera digital
TX047030,USR0194,2025-11-04,Compra de herramientas,412.05,USD,GASTO,Compras,No,Billetera digital
TX016504,USR0998,2025-10-05,Estudio médico,35.43,USD,GASTO,Salud,No,Tarjeta de crédito
TX047581,USR0671,2026-05-22,Compra de herramientas,55.69,USD,GASTO,Compras,No,Débito automático
TX051921,USR0748,2025-12-16,Artículos personales,260.62,USD,GASTO,Compras,No,Débito automático
TX057393,USR0383,2026-03-14,Otro gasto,445.5,USD,GASTO,Otros,No,Billetera digital
TX054782,USR0521,2025-12-05,Ajuste de cuenta,82.47,USD,GASTO,Otros,No,Débito automático
TX040622,USR0943,2026-01-01,Pago de impuestos,172.45,USD,GASTO,Servicios,No,Transferencia bancaria
TX035656,USR0008,2025-08-30,Servicio de streaming,147.05,USD,GASTO,Ocio,Sí,Tarjeta de débito
TX034897,USR0877,2025-09-18,Servicio de streaming,121.4,USD,GASTO,Ocio,Sí,Efectivo
TX005024,USR0822,2026-02-21,Cafetería,129.26,USD,GASTO,Alimentación,No,Débito automático
TX041044,USR0627,2026-01-16,Gas,283.07,USD,GASTO,Servicios,Sí,Efectivo
TX076445,USR0978,2026-03-01,Pago del empleador,3941.77,USD,INGRESO,Salario,Sí,Efectivo
TX042110,USR0153,2025-08-10,Pago de impuestos,95.79,USD,GASTO,Servicios,Sí,Débito automático
TX068607,USR0514,2025-11-17,Reintegro bancario,160.6,USD,INGRESO,Reintegro,No,Transferencia bancaria
TX026954,USR0710,2026-05-01,Material de estudio,822.12,USD,GASTO,Educación,No,Tarjeta de débito
TX005126,USR0423,2025-08-19,Verdulería,41.97,USD,GASTO,Alimentación,No,Tarjeta de débito
TX037289,USR0218,2026-06-21,Salida recreativa,189.77,USD,GASTO,Ocio,No,Billetera digital
TX051032,USR0117,2026-02-11,Compra de electrodoméstico,120.34,USD,GASTO,Compras,No,Tarjeta de crédito
TX038191,USR0554,2025-11-28,Servicio de streaming,44.54,USD,GASTO,Ocio,Sí,Tarjeta de crédito
TX056462,USR0267,2025-12-27,Gasto eventual,429.06,USD,GASTO,Otros,No,Pago con QR
TX024571,USR0352,2026-05-09,Reparación de electrodoméstico,403.27,USD,GASTO,Vivienda,No,Tarjeta de crédito
TX009103,USR0472,2025-12-12,Pasaje de tren,133.96,USD,GASTO,Transporte,No,Efectivo
TX024942,USR0238,2026-02-14,Servicio de limpieza,1328.76,USD,GASTO,Vivienda,No,Tarjeta de débito
TX001268,USR0367,2025-09-09,Cafetería,174.49,USD,GASTO,Alimentación,No,Efectivo
TX054774,USR0737,2026-06-10,Cargo administrativo,70.13,USD,GASTO,Otros,No,Tarjeta de crédito
TX031338,USR0215,2026-03-26,Compra de libros,853.14,USD,GASTO,Educación,No,Transferencia bancaria
TX016930,USR0590,2026-02-19,Seguro de salud,495.67,USD,GASTO,Salud,Sí,Efectivo
TX005785,USR0718,2026-02-18,Comida a domicilio,142.8,USD,GASTO,Alimentación,Sí,Billetera digital
TX010311,USR0604,2026-07-02,Pasaje de autobús,180,USD,GASTO,Transporte,No,Tarjeta de crédito
TX054907,USR0834,2026-01-03,Donación,125.07,USD,GASTO,Otros,No,Débito automático
TX037745,USR0701,2026-02-14,Entrada de cine,283.65,USD,GASTO,Ocio,No,Débito automático
TX070508,USR0627,2026-03-28,Ingreso por venta,583.38,USD,INGRESO,Venta,No,Acreditación automática
TX026692,USR0661,2026-02-06,Clases particulares,215.48,USD,GASTO,Educación,No,Transferencia bancaria
TX010588,USR0773,2026-03-03,Peaje,64.93,USD,GASTO,Transporte,No,Tarjeta de crédito
TX010335,USR0065,2026-01-29,Peaje,180,USD,GASTO,Transporte,No,Pago con QR
TX013832,USR0496,2026-01-22,Terapia,237.0,USD,GASTO,Salud,No,Tarjeta de débito
TX047441,USR0932,2026-04-09,Compra para mascotas,710.11,USD,GASTO,Compras,No,Transferencia bancaria
TX031630,USR0985,2025-09-15,Material de estudio,1000,USD,GASTO,Educación,No,Efectivo
TX052665,USR0074,2026-02-13,Compra de calzado,1000,USD,GASTO,Compras,No,Tarjeta de crédito
TX070233,USR0611,2026-02-06,Sueldo mensual,4971.48,USD,INGRESO,Salario,Sí,Depósito en cuenta
TX028188,USR0794,2026-03-06,Certificación profesional,916.03,USD,GASTO,Educación,No,Efectivo
TX037201,USR0868,2025-08-18,Hobby,300,USD,GASTO,Ocio,No,Tarjeta de crédito
TX060199,USR0011,2025-10-28,Transferencia entrante,664.61,USD,INGRESO,Transferencia recibida,No,Acreditación automática
TX073119,USR0780,2026-07-08,Pago del empleador,2734.46,USD,INGRESO,Salario,Sí,Efectivo
TX076594,USR0987,2025-12-06,Pago del empleador,1778.02,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX074498,USR0860,2025-08-03,Depósito de haberes,5550.72,USD,INGRESO,Salario,Sí,Billetera digital
TX013055,USR0473,2025-09-13,Viaje por aplicación,22.59,USD,GASTO,Transporte,Sí,Efectivo
TX042025,USR0707,2026-05-10,Servicio de mantenimiento,156.31,USD,GASTO,Servicios,No,Débito automático
TX060100,USR0006,2026-01-02,Sueldo mensual,2532.99,USD,INGRESO,Salario,Sí,Acreditación automática
TX055944,USR0221,2026-04-22,Pago extraordinario,116.41,USD,GASTO,Otros,Sí,Transferencia bancaria
TX032354,USR0964,2026-01-25,Plataforma educativa,910.93,USD,GASTO,Educación,Sí,Débito automático
TX022437,USR0905,2026-05-09,Seguro del hogar,1984.66,USD,GASTO,Vivienda,Sí,Billetera digital
TX041954,USR0170,2026-06-01,Telefonía móvil,113.91,USD,GASTO,Servicios,Sí,Efectivo
TX001825,USR0787,2026-02-10,Panadería,51.6,USD,GASTO,Alimentación,No,Efectivo
TX056967,USR0330,2025-11-29,Retiro de efectivo,500,USD,GASTO,Otros,No,Débito automático
TX042831,USR0216,2025-09-10,Pago de impuestos,51.91,USD,GASTO,Servicios,No,Transferencia bancaria
TX021972,USR0803,2026-05-12,Compra de muebles,987.25,USD,GASTO,Vivienda,No,Billetera digital
TX008077,USR0929,2025-12-09,Viaje por aplicación,55.01,USD,GASTO,Transporte,Sí,Billetera digital
TX035528,USR0502,2026-01-05,Concierto,17.29,USD,GASTO,Ocio,No,Tarjeta de débito
TX046090,USR0171,2026-02-07,Servicio de internet,400,USD,GASTO,Servicios,Sí,Transferencia bancaria
TX056311,USR0793,2025-12-05,Cargo administrativo,100.56,USD,GASTO,Otros,No,Tarjeta de débito
TX069742,USR0582,2026-06-04,Pago de nómina,5829.22,USD,INGRESO,Salario,Sí,Billetera digital
TX070505,USR0627,2025-08-16,Bonificación acreditada,186.48,USD,INGRESO,Reintegro,No,Transferencia bancaria
TX011003,USR0544,2025-10-26,Estacionamiento,180,USD,GASTO,Transporte,No,Débito automático
TX044593,USR0917,2026-01-28,Agua,99.39,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX039566,USR0596,2026-04-21,Videojuego,81.61,USD,GASTO,Ocio,No,Tarjeta de débito
TX069624,USR0575,2025-10-04,Cobro de sueldo,5871.37,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX070385,USR0620,2025-07-20,Ingreso por venta,1807.36,USD,INGRESO,Venta,No,Transferencia bancaria
TX004735,USR0972,2026-06-13,Comida a domicilio,99.18,USD,GASTO,Alimentación,No,Billetera digital
TX047386,USR0655,2025-12-03,Compra de cosmética,202.83,USD,GASTO,Compras,No,Pago con QR
TX040260,USR0524,2026-05-09,Electricidad,400,USD,GASTO,Servicios,Sí,Débito automático
TX010996,USR0266,2026-06-30,Viaje por aplicación,14.72,USD,GASTO,Transporte,Sí,Tarjeta de débito
TX042985,USR0600,2026-04-08,Gas,237.89,USD,GASTO,Servicios,Sí,Tarjeta de crédito
TX032380,USR0220,2025-07-17,Cuota educativa,397.61,USD,GASTO,Educación,Sí,Transferencia bancaria
TX060824,USR0049,2025-08-09,Remuneración mensual,4854.92,USD,INGRESO,Salario,Sí,Acreditación automática
TX031006,USR0740,2025-08-07,Certificación profesional,734.18,USD,GASTO,Educación,No,Billetera digital
TX008142,USR0848,2025-10-27,Carga de tarjeta de transporte,174.51,USD,GASTO,Transporte,No,Transferencia bancaria
TX063928,USR0235,2025-09-05,Remuneración mensual,3293.13,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX001465,USR0633,2026-04-22,Panadería,189.39,USD,GASTO,Alimentación,No,Efectivo
TX005642,USR0825,2025-09-30,Cena,200,USD,GASTO,Alimentación,No,Efectivo
TX039647,USR0605,2025-09-25,Salida recreativa,130.49,USD,GASTO,Ocio,No,Transferencia bancaria
TX008198,USR0036,2026-04-13,Estacionamiento,114.97,USD,GASTO,Transporte,No,Efectivo
TX012190,USR0125,2026-06-07,Pasaje de tren,180,USD,GASTO,Transporte,Sí,Pago con QR
TX037607,USR0438,2026-04-07,Concierto,130.23,USD,GASTO,Ocio,No,Tarjeta de débito
TX040640,USR0942,2026-04-16,Servicio de seguridad,343.54,USD,GASTO,Servicios,No,Tarjeta de crédito
TX072210,USR0727,2026-05-02,Depósito de haberes,2647.16,USD,INGRESO,Salario,Sí,Billetera digital
TX051952,USR0597,2026-03-04,Compra de herramientas,1000,USD,GASTO,Compras,No,Billetera digital
TX065523,USR0332,2026-05-04,Cobro de sueldo,5674.64,USD,INGRESO,Salario,Sí,Transferencia bancaria
TX055412,USR0197,2025-08-29,Comisión bancaria,275.2,USD,GASTO,Otros,No,Billetera digital
TX050054,USR0988,2026-01-05,Compra de herramientas,72.36,USD,GASTO,Compras,No,Tarjeta de débito
TX008671,USR0407,2026-03-10,Transporte público,119.88,USD,GASTO,Transporte,No,Pago con QR
